Authors	Record Count	% of 1,493
Wu H	2	0.134
Wu JM	2	0.134
Wu MJ	2	0.134
Wu Q	2	0.134
Wu RS	2	0.134
Wu SG	2	0.134
Wu YL	2	0.134
Wu YW	2	0.134
Wu ZC	2	0.134
Xia ML	2	0.134
Xia Q	2	0.134
Xia XF	2	0.134
Xia YX	2	0.134
Xia ZR	2	0.134
Xiang J	2	0.134
Xiao XJ	2	0.134
Xiao YG	2	0.134
Xie F	2	0.134
Xie JS	2	0.134
Xie QA	2	0.134
Xing S	2	0.134
Xu B	2	0.134
Xu DF	2	0.134
Xu DL	2	0.134
Xu DZ	2	0.134
Xu GH	2	0.134
Xu J	2	0.134
Xu JD	2	0.134
Xu JQ	2	0.134
Xu JX	2	0.134
Xu WM	2	0.134
Xu WX	2	0.134
Xu X	2	0.134
Xu YY	2	0.134
Xu ZC	2	0.134
Xuan JL	2	0.134
Xue BL	2	0.134
Yan HM	2	0.134
Yan HQ	2	0.134
Yang BS	2	0.134
Yang CC	2	0.134
Yang G	2	0.134
Yang GB	2	0.134
Yang HF	2	0.134
Yang HW	2	0.134
Yang RM	2	0.134
Yang SQ	2	0.134
Yang TY	2	0.134
Yang X	2	0.134
Yang XF	2	0.134
Yang YH	2	0.134
Yang ZH	2	0.134
Yao TD	2	0.134
Yao WQ	2	0.134
Ye Q	2	0.134
Yi DH	2	0.134
Yi JW	2	0.134
Yi Y	2	0.134
Yin C	2	0.134
Yin JB	2	0.134
You XB	2	0.134
Young IR	2	0.134
Yu F	2	0.134
Yu HM	2	0.134
Yu JC	2	0.134
Yu WK	2	0.134
Yuan LX	2	0.134
Yuan YP	2	0.134
Zeng C	2	0.134
Zeng T	2	0.134
Zhan PF	2	0.134
Zhang C	2	0.134
Zhang CH	2	0.134
Zhang D	2	0.134
Zhang FF	2	0.134
Zhang GC	2	0.134
Zhang GP	2	0.134
Zhang GS	2	0.134
Zhang HG	2	0.134
Zhang JL	2	0.134
Zhang LX	2	0.134
Zhang MY	2	0.134
Zhang P	2	0.134
Zhang RN	2	0.134
Zhang RR	2	0.134
Zhang W	2	0.134
Zhang WM	2	0.134
Zhang XD	2	0.134
Zhang XF	2	0.134
Zhang XG	2	0.134
Zhang XS	2	0.134
Zhang XT	2	0.134
Zhang YZ	2	0.134
Zhang ZR	2	0.134
Zhang ZX	2	0.134
Zhao C	2	0.134
Zhao CB	2	0.134
Zhao CM	2	0.134
Zhao DL	2	0.134
Zhao DY	2	0.134
Zhao JY	2	0.134
Zhao KG	2	0.134
Zhao LM	2	0.134
Zhao QC	2	0.134
Zhao XH	2	0.134
Zhao YQ	2	0.134
Zhao ZG	2	0.134
Zhao ZX	2	0.134
Zheng F	2	0.134
Zheng HX	2	0.134
Zheng JH	2	0.134
Zheng JJ	2	0.134
Zheng NQ	2	0.134
Zheng Y	2	0.134
Zhong B	2	0.134
Zhong RF	2	0.134
Zhong YS	2	0.134
Zhou B	2	0.134
Zhou BF	2	0.134
Zhou CX	2	0.134
Zhou F	2	0.134
Zhou GQ	2	0.134
Zhou Y	2	0.134
Zhou YK	2	0.134
Zhou YX	2	0.134
Zhou ZB	2	0.134
Zhu C	2	0.134
Zhu D	2	0.134
Zhu GB	2	0.134
Zhu QK	2	0.134
Zhu SY	2	0.134
Zhu Y	2	0.134
Zhu YL	2	0.134
Zhu YX	2	0.134
Zhuang ZP	2	0.134
Zou JG	2	0.134
Zou XC	2	0.134
Zuo TY	2	0.134
Aaron-morrison AP	1	0.067
Abdalla S	1	0.067
Abraham JP	1	0.067
Abusali PAM	1	0.067
Ackerman SA	1	0.067
Adamu JI	1	0.067
Adcroft AJ	1	0.067
Adhikari S	1	0.067
Adloff F	1	0.067
Adusumilli S	1	0.067
Agrotis L	1	0.067
Ai GX	1	0.067
Aiki H	1	0.067
Akhter S	1	0.067
Al-dosari AA	1	0.067
Albanese D	1	0.067
Albanil A	1	0.067
Albayrak M	1	0.067
Alfarhan MS	1	0.067
Alfaro EJ	1	0.067
Ali T	1	0.067
Ali TA	1	0.067
Allan R	1	0.067
Allen GH	1	0.067
Alley RB	1	0.067
Alou-font E	1	0.067
Alpers W	1	0.067
Alvarez L	1	0.067
Alvarez O	1	0.067
Alves LM	1	0.067
Amador JA	1	0.067
Amarouche L	1	0.067
Amin H	1	0.067
An WT	1	0.067
An X	1	0.067
An XD	1	0.067
An YZ	1	0.067
Andreadis KM	1	0.067
Andreassen LM	1	0.067
Androsov A	1	0.067
Antich H	1	0.067
Antonioli F	1	0.067
Antonov J	1	0.067
Applequist S	1	0.067
Arbic B	1	0.067
Arbic BK	1	0.067
Ardhuin F	1	0.067
Arendt A	1	0.067
Arevalo J	1	0.067
Arguez A	1	0.067
Armitage T	1	0.067
Armitage TWK	1	0.067
Arnault S	1	0.067
Arndt DS	1	0.067
Arp CD	1	0.067
Artale V	1	0.067
Artana C	1	0.067
Aulicino G	1	0.067
Awange J	1	0.067
Ayoub N	1	0.067
Babanin A	1	0.067
Baez JCS	1	0.067
Bagherbandi M	1	0.067
Bai M	1	0.067
Bai P	1	0.067
Bai XX	1	0.067
Bai XZ	1	0.067
Bai YF	1	0.067
Bai YL	1	0.067
Bai YQ	1	0.067
Baker S	1	0.067
Bakker G	1	0.067
Balaji V	1	0.067
Ballu V	1	0.067
Balmaseda M	1	0.067
Bandeiras J	1	0.067
Banks C	1	0.067
Banzon V	1	0.067
Bao M	1	0.067
Bao SL	1	0.067
Bao WD	1	0.067
Bao WJ	1	0.067
Bao YF	1	0.067
Bao YH	1	0.067
Baranov A	1	0.067
Barbetta S	1	0.067
Barcelo-llull B	1	0.067
Barichivich J	1	0.067
Baringer MO	1	0.067
Barletta V	1	0.067
Barletta VR	1	0.067
Barlier F	1	0.067
Barreira S	1	0.067
Barrett A	1	0.067
Barthelmes F	1	0.067
Basedow SL	1	0.067
Basu S	1	0.067
Bates PD	1	0.067
Baxter S	1	0.067
Bazo J	1	0.067
Beale JR	1	0.067
Beck R	1	0.067
Becker A	1	0.067
Beckheinrich J	1	0.067
Behrenfeld MJ	1	0.067
Bell GD	1	0.067
Bellefond N	1	0.067
Belonenko T	1	0.067
Belyaev KP	1	0.067
Benedetti A	1	0.067
Benitez-nelson CR	1	0.067
Benkiran M	1	0.067
Benkouider T	1	0.067
Bennartz R	1	0.067
Bennett JC	1	0.067
Bercher N	1	0.067
Berge-nguyen M	1	0.067
Bernhard G	1	0.067
Beron-vera FJ	1	0.067
Berrisford P	1	0.067
Berry DI	1	0.067
Berthier E	1	0.067
Bettencourt J	1	0.067
Bettolli ML	1	0.067
Bezdek A	1	0.067
Bhanja SN	1	0.067
Bhatt US	1	0.067
Bhowmick SA	1	0.067
Bi HB	1	0.067
Bi HS	1	0.067
Bi JZ	1	0.067
Bi SW	1	0.067
Bian W	1	0.067
Bian Y	1	0.067
Bian ZF	1	0.067
Biancamaria S	1	0.067
Bianco G	1	0.067
Bidegain M	1	0.067
Bindoff N	1	0.067
Bing J	1	0.067
Bingley R	1	0.067
Bird BW	1	0.067
Birol F	1	0.067
Biskop S	1	0.067
Bissolli P	1	0.067
Blake ES	1	0.067
Blarel F	1	0.067
Blenman RC	1	0.067
Blot A	1	0.067
Blumstein D	1	0.067
Blunden J	1	0.067
Bo YM	1	0.067
Bonaduce A	1	0.067
Bond NA	1	0.067
Boning CW	1	0.067
Bonnefond P	1	0.067
Borde F	1	0.067
Bosch W	1	0.067
Bosilovich M	1	0.067
Bosse A	1	0.067
Boudet D	1	0.067
Bouffard J	1	0.067
Box JE	1	0.067
Boy F	1	0.067
Boy JP	1	0.067
Boyd D	1	0.067
Braathen GO	1	0.067
Brachet C	1	0.067
Braitenberg C	1	0.067
Brakstad A	1	0.067
Brandt P	1	0.067
Brasseur P	1	0.067
Brocca L	1	0.067
Brockley D	1	0.067
Brodeau L	1	0.067
Bromwich DH	1	0.067
Brown LC	1	0.067
Brown R	1	0.067
Brown S	1	0.067
Brozena J	1	0.067
Bruinsma S	1	0.067
Bruni S	1	0.067
Bruvik EM	1	0.067
Bu YL	1	0.067
Bulczak A	1	0.067
Bulygina ON	1	0.067
Burgess D	1	0.067
Burgette RJ	1	0.067
Burns AG	1	0.067
Cabrera LC	1	0.067
Caceres D	1	0.067
Cahill M	1	0.067
Cai JQ	1	0.067
Cai MR	1	0.067
Cai RS	1	0.067
Cai WL	1	0.067
Cai XT	1	0.067
Cai YQ	1	0.067
Cai YR	1	0.067
Cai ZC	1	0.067
Cai ZS	1	0.067
Cai ZY	1	0.067
Calabia A	1	0.067
Calafat FM	1	0.067
Calderon B	1	0.067
Callahan P	1	0.067
Calzas M	1	0.067
Camargo SJ	1	0.067
Camici S	1	0.067
Campbell JD	1	0.067
Camps A	1	0.067
Cancet M	1	0.067
Cao AZ	1	0.067
Cao BC	1	0.067
Cao CC	1	0.067
Cao GL	1	0.067
Cao LG	1	0.067
Cao QP	1	0.067
Cao SS	1	0.067
Cao XY	1	0.067
Cao YZ	1	0.067
Cao ZR	1	0.067
Capdeville H	1	0.067
Cappelen J	1	0.067
Carabajal CC	1	0.067
Carminati E	1	0.067
Caron L	1	0.067
Carrasco G	1	0.067
Castelao RM	1	0.067
Castro HM	1	0.067
Catalan M	1	0.067
Catarino N	1	0.067
Chai H	1	0.067
Chai YJ	1	0.067
Chambers D	1	0.067
Chambers DP	1	0.067
Champollion N	1	0.067
Chandler E	1	0.067
Chang CH	1	0.067
Chang CP	1	0.067
Chang GB	1	0.067
Chang JC	1	0.067
Chang JF	1	0.067
Chang R	1	0.067
Chang X	1	0.067
Chang YX	1	0.067
Chao B	1	0.067
Chao Y	1	0.067
Chauhan P	1	0.067
Chave AD	1	0.067
Chen AA	1	0.067
Chen B	1	0.067
Chen BB	1	0.067
Chen BW	1	0.067
Chen BY	1	0.067
Chen BZ	1	0.067
Chen CQ	1	0.067
Chen GY	1	0.067
Chen HB	1	0.067
Chen HY	1	0.067
Chen JP	1	0.067
Chen JS	1	0.067
Chen KH	1	0.067
Chen LF	1	0.067
Chen LH	1	0.067
Chen LJ	1	0.067
Chen LP	1	0.067
Chen M	1	0.067
Chen MY	1	0.067
Chen QJ	1	0.067
Chen QS	1	0.067
Chen R	1	0.067
Chen RY	1	0.067
Chen SC	1	0.067
Chen SS	1	0.067
Chen WB	1	0.067
Chen WF	1	0.067
Chen XD	1	0.067
Chen XH	1	0.067
Chen XL	1	0.067
Chen XM	1	0.067
Chen XP	1	0.067
Chen XT	1	0.067
Chen XW	1	0.067
Chen XX	1	0.067
Chen YC	1	0.067
Chen YF	1	0.067
Chen YJ	1	0.067
Chen ZH	1	0.067
Cheng B	1	0.067
Cheng F	1	0.067
Cheng K	1	0.067
Cheng L	1	0.067
Cheng LY	1	0.067
Cheng S	1	0.067
Cheng T	1	0.067
Cheng WM	1	0.067
Cheng XP	1	0.067
Cheng YB	1	0.067
Cheng ZL	1	0.067
Cherchali S	1	0.067
Chereskin T	1	0.067
Chevallier F	1	0.067
Cheymol C	1	0.067
Chi Y	1	0.067
Chi YP	1	0.067
Chiang JCH	1	0.067
Ching KE	1	0.067
Chinn DS	1	0.067
Cho KH	1	0.067
Choi S	1	0.067
Chowdhury KMA	1	0.067
Chowdhury NUMK	1	0.067
Christensen SW	1	0.067
Christiansen HH	1	0.067
Christy JR	1	0.067
Chu D	1	0.067
Chu FY	1	0.067
Chu P	1	0.067
Chu QP	1	0.067
Chun KP	1	0.067
Chung D	1	0.067
Chuter S	1	0.067
Ciani D	1	0.067
Cirillo F	1	0.067
Clem KR	1	0.067
Coelho CAS	1	0.067
Coldewey-egbers M	1	0.067
Collard F	1	0.067
Colwell S	1	0.067
Cooley S	1	0.067
Cooper MG	1	0.067
Cooper OR	1	0.067
Copland L	1	0.067
Corbari C	1	0.067
Cosme E	1	0.067
Costa FB	1	0.067
Cotroneo Y	1	0.067
Cotton D	1	0.067
Couhert A	1	0.067
Counillon F	1	0.067
Courde C	1	0.067
Coutin-faye S	1	0.067
Cowley R	1	0.067
Cronin MF	1	0.067
Crouch J	1	0.067
Cuevas A	1	0.067
Cui DD	1	0.067
Cui DX	1	0.067
Cui H	1	0.067
Cui HB	1	0.067
Cui HT	1	0.067
Cui L	1	0.067
Cui TW	1	0.067
Cui XA	1	0.067
Cui YS	1	0.067
Cunningham SA	1	0.067
Curchitser E	1	0.067
Curchitser EN	1	0.067
Cyr F	1	0.067
D'addio S	1	0.067
D'ovidio F	1	0.067
Da Silva JCB	1	0.067
Dadzie I	1	0.067
Dai CL	1	0.067
Dai JJ	1	0.067
Dai LM	1	0.067
Dai LX	1	0.067
Dai MF	1	0.067
Dai Q	1	0.067
Dai YT	1	0.067
Dalmolin Q	1	0.067
Dalphinet A	1	0.067
Danabasoglu G	1	0.067
Dannouf R	1	0.067
Darrozes J	1	0.067
Daskalakis A	1	0.067
David C	1	0.067
Davis SM	1	0.067
Dayoub N	1	0.067
De Gier A	1	0.067
De Jeu RAM	1	0.067
De Leon SP	1	0.067
De Santana AN	1	0.067
De Staerke D	1	0.067
De Vos M	1	0.067
Degenstein D	1	0.067
Del Pino JR	1	0.067
Delebecque C	1	0.067
Demircan M	1	0.067
Deng B	1	0.067
Deng FH	1	0.067
Deng FY	1	0.067
Deng L	1	0.067
Deng LY	1	0.067
Deng MH	1	0.067
Deng YF	1	0.067
Deng ZG	1	0.067
Deng ZL	1	0.067
Denys P	1	0.067
Derksen C	1	0.067
Desai S	1	0.067
Desbruyeres D	1	0.067
Deshayes J	1	0.067
Desjonqueres JD	1	0.067
Destin D	1	0.067
Dettmering D	1	0.067
Devlin A	1	0.067
Devlin AT	1	0.067
Deyoung B	1	0.067
Di Bella A	1	0.067
Di MW	1	0.067
Diamond HJ	1	0.067
Diaz-barroso L	1	0.067
Didova O	1	0.067
Dieng HB	1	0.067
Dietze H	1	0.067
Ding AZ	1	0.067
Ding BH	1	0.067
Ding J	1	0.067
Ding JH	1	0.067
Ding L	1	0.067
Ding MH	1	0.067
Ding R	1	0.067
Ding WW	1	0.067
Ding YJ	1	0.067
Ding YN	1	0.067
Dlugokencky J	1	0.067
Doble M	1	0.067
Dobslaw H	1	0.067
Dodet G	1	0.067
Doglioli A	1	0.067
Dohan K	1	0.067
Doll P	1	0.067
Dolman AJ	1	0.067
Domeneghetti A	1	0.067
Domingues C	1	0.067
Donahue D	1	0.067
Donat MG	1	0.067
Dong D	1	0.067
Dong DD	1	0.067
Dong HZ	1	0.067
Dong JH	1	0.067
Dong Q	1	0.067
Dong SF	1	0.067
Dong YD	1	0.067
Dong ZH	1	0.067
Dong ZQ	1	0.067
Donlon C	1	0.067
Dorandeu J	1	0.067
Dorigo WA	1	0.067
Dou CY	1	0.067
Dou Q	1	0.067
Dou TF	1	0.067
Dou YK	1	0.067
Drange H	1	0.067
Drezen C	1	0.067
Drinkwater M	1	0.067
Drozdov DS	1	0.067
Druce D	1	0.067
Du GJ	1	0.067
Du HD	1	0.067
Du JL	1	0.067
Du JS	1	0.067
Du Penhoat Y	1	0.067
Du WB	1	0.067
Du WP	1	0.067
Du XP	1	0.067
Du YH	1	0.067
Duan SQ	1	0.067
Duan XF	1	0.067
Duan Z	1	0.067
Duan ZG	1	0.067
Duguay CR	1	0.067
Dukhovskoy D	1	0.067
Dunn RJH	1	0.067
Duo ZJ	1	0.067
Duong HV	1	0.067
Durack PJ	1	0.067
Duran-quesada AM	1	0.067
Durand F	1	0.067
Durand M	1	0.067
Durrant T	1	0.067
Dushaw B	1	0.067
Dushaw BD	1	0.067
Dutton GS	1	0.067
Dybkjaer G	1	0.067
Ebrahim A	1	0.067
Eden C	1	0.067
Egido A	1	0.067
Elkins JW	1	0.067
Emengini E	1	0.067
Epstein HE	1	0.067
Erkan K	1	0.067
Erofeeva S	1	0.067
Escudier P	1	0.067
Eshagh M	1	0.067
Espinoza JC	1	0.067
Esselborn S	1	0.067
Evans TE	1	0.067
Evariste NH	1	0.067
Ewans K	1	0.067
Fadil A	1	0.067
Fairall C	1	0.067
Falabella F	1	0.067
Falco C	1	0.067
Falk U	1	0.067
Famiglietti J	1	0.067
Famiglietti JS	1	0.067
Fan C	1	0.067
Fan DM	1	0.067
Fan J	1	0.067
Fan JH	1	0.067
Fan JT	1	0.067
Fan LX	1	0.067
Fan XP	1	0.067
Fan XT	1	0.067
Fan YL	1	0.067
Fan ZH	1	0.067
Fang H	1	0.067
Fang J	1	0.067
Fang MQ	1	0.067
Fang WZ	1	0.067
Fang XY	1	0.067
Fang YY	1	0.067
Farrell SL	1	0.067
Fateh S	1	0.067
Fauchereau NC	1	0.067
Faugere Y	1	0.067
Featherstone WE	1	0.067
Feely RA	1	0.067
Fei JF	1	0.067
Femenias P	1	0.067
Feng C	1	0.067
Feng CG	1	0.067
Feng JL	1	0.067
Feng L	1	0.067
Feng N	1	0.067
Feng Q	1	0.067
Feng SH	1	0.067
Feng TT	1	0.067
Feng XJ	1	0.067
Feng XR	1	0.067
Feng YJ	1	0.067
Feng YY	1	0.067
Feng ZH	1	0.067
Fenimore C	1	0.067
Fenoglio L	1	0.067
Fenoglio-marc L	1	0.067
Fer I	1	0.067
Fernandes J	1	0.067
Fernandez JG	1	0.067
Ferrage P	1	0.067
Ferrari R	1	0.067
Ferrarin C	1	0.067
Fettweis X	1	0.067
Fichen L	1	0.067
Filippucci P	1	0.067
Fink M	1	0.067
Fioletov VE	1	0.067
Flampouris S	1	0.067
Flechtner F	1	0.067
Flemming J	1	0.067
Fleury S	1	0.067
Florence B	1	0.067
Floury N	1	0.067
Fluegel WA	1	0.067
Foden PR	1	0.067
Fofonova V	1	0.067
Fogarty CT	1	0.067
Fogt RL	1	0.067
Folland CK	1	0.067
Foody GM	1	0.067
Fornari M	1	0.067
Foroughi I	1	0.067
Forste C	1	0.067
Foster M	1	0.067
Foti G	1	0.067
Fox-kemper B	1	0.067
Francis SD	1	0.067
Frantzis X	1	0.067
Franz BA	1	0.067
Frederikse T	1	0.067
Freeland H	1	0.067
Frery ML	1	0.067
Frith SM	1	0.067
Froidevaux L	1	0.067
Frost GV	1	0.067
Fu LL	1	0.067
Fu NF	1	0.067
Fu QJ	1	0.067
Fu WZ	1	0.067
Fu X	1	0.067
Fu XK	1	0.067
Fu YSH	1	0.067
Fu YZ	1	0.067
Fujiwara T	1	0.067
Galassi G	1	0.067
Galloway DL	1	0.067
Gan WW	1	0.067
Gan YK	1	0.067
Ganguly S	1	0.067
Ganter C	1	0.067
Gao B	1	0.067
Gao GP	1	0.067
Gao HK	1	0.067
Gao J	1	0.067
Gao P	1	0.067
Gao W	1	0.067
Gao XL	1	0.067
Gao XW	1	0.067
Gao YQ	1	0.067
Gao ZK	1	0.067
Gao ZS	1	0.067
Gao ZW	1	0.067
Garcia P	1	0.067
Garcia-garcia D	1	0.067
Garcia-mondejar A	1	0.067
Gardner A	1	0.067
Garzoli S	1	0.067
Gaudelli J	1	0.067
Gaultier L	1	0.067
Ge J	1	0.067
Ge LY	1	0.067
Ge SJ	1	0.067
Ge XM	1	0.067
Ge Y	1	0.067
Gemmrich J	1	0.067
Geng H	1	0.067
Geng J	1	0.067
Geng JH	1	0.067
Geng W	1	0.067
Geng YY	1	0.067
Geremia-nievinski F	1	0.067
Gibert F	1	0.067
Giglio D	1	0.067
Gil A	1	0.067
Gilbert L	1	0.067
Gille S	1	0.067
Girard-ardhuin F	1	0.067
Gitau W	1	0.067
Giulicchi L	1	0.067
Gladkikh V	1	0.067
Gleason S	1	0.067
Gleckler PJ	1	0.067
Gobron N	1	0.067
Goldenberg SB	1	0.067
Golubeva E	1	0.067
Gomez-cama JM	1	0.067
Gomez-enri J	1	0.067
Gomez-navarro L	1	0.067
Gong B	1	0.067
Gong F	1	0.067
Gong HZ	1	0.067
Gong TL	1	0.067
Gong XQ	1	0.067
Gong YZ	1	0.067
Gong Z	1	0.067
Goni G	1	0.067
Gonzalez IT	1	0.067
Good SA	1	0.067
Goska R	1	0.067
Goto A	1	0.067
Gou P	1	0.067
Gourdeau L	1	0.067
Gouretski V	1	0.067
Goward SN	1	0.067
Graber H	1	0.067
Greatbatch RJ	1	0.067
Green JAM	1	0.067
Greenbaum JS	1	0.067
Gregory JM	1	0.067
Grejner-brzezinska D	1	0.067
Grenfell HR	1	0.067
Griffies SM	1	0.067
Griffin D	1	0.067
Griffin J	1	0.067
Griffin KS	1	0.067
Griffiths S	1	0.067
Grist J	1	0.067
Grooss JU	1	0.067
Gruen A	1	0.067
Grunwaldt L	1	0.067
Gu SH	1	0.067
Gu X	1	0.067
Gu ZX	1	0.067
Guan L	1	0.067
Guan SD	1	0.067
Guan XB	1	0.067
Guard C	1	0.067
Guerin A	1	0.067
Guerrero R	1	0.067
Guest P	1	0.067
Gui XC	1	0.067
Guillaume S	1	0.067
Guinle T	1	0.067
Guntner A	1	0.067
Guo BF	1	0.067
Guo BH	1	0.067
Guo FC	1	0.067
Guo HY	1	0.067
Guo JH	1	0.067
Guo JR	1	0.067
Guo JS	1	0.067
Guo LH	1	0.067
Guo LL	1	0.067
Guo LN	1	0.067
Guo MJ	1	0.067
Guo PF	1	0.067
Guo PJ	1	0.067
Guo SY	1	0.067
Guo WD	1	0.067
Guo WQ	1	0.067
Guo XF	1	0.067
Guo XG	1	0.067
Guo YT	1	0.067
Gupta M	1	0.067
Gupta P	1	0.067
Gupta SK	1	0.067
Gurbuz G	1	0.067
Gusev A	1	0.067
Gutknecht BD	1	0.067
Haak H	1	0.067
Haas C	1	0.067
Hadjighasem A	1	0.067
Hagos S	1	0.067
Haigh ID	1	0.067
Haimberger L	1	0.067
Hakuba MZ	1	0.067
Halicioglu K	1	0.067
Hall AC	1	0.067
Hall BD	1	0.067
Hallberg RW	1	0.067
Haller G	1	0.067
Halpert MS	1	0.067
Hamlington B	1	0.067
Hamon M	1	0.067
Han BP	1	0.067
Han L	1	0.067
Han LT	1	0.067
Han SZ	1	0.067
Han WP	1	0.067
Han X	1	0.067
Han XW	1	0.067
Han YB	1	0.067
Hang G	1	0.067
Hang SJ	1	0.067
Hanna E	1	0.067
Hanssen-bauer I	1	0.067
Hantson S	1	0.067
Hao JJ	1	0.067
Hao T	1	0.067
Hao TY	1	0.067
Hao XY	1	0.067
Hao YL	1	0.067
Harig C	1	0.067
Harris I	1	0.067
Harrison PJ	1	0.067
Hatton J	1	0.067
Hauschild A	1	0.067
Hauser D	1	0.067
Hayashi S	1	0.067
He BB	1	0.067
He HL	1	0.067
He HY	1	0.067
He JH	1	0.067
He L	1	0.067
He LJ	1	0.067
He M	1	0.067
He PD	1	0.067
He QN	1	0.067
He QY	1	0.067
He RY	1	0.067
He X	1	0.067
He YS	1	0.067
He ZJ	1	0.067
He ZK	1	0.067
Heguang L	1	0.067
Heidinger AK	1	0.067
Heikkila A	1	0.067
Heim RR	1	0.067
Heimbach P	1	0.067
Helm V	1	0.067
Helmschrot J	1	0.067
Hernandez F	1	0.067
Hernandez M	1	0.067
Hessevik I	1	0.067
Hewitt HT	1	0.067
Hidalgo HG	1	0.067
Hidayat H	1	0.067
Hilburn K	1	0.067
Hinkel K	1	0.067
Hirt C	1	0.067
Ho SP	1	0.067
Hobbs WR	1	0.067
Hoeg P	1	0.067
Hogarth P	1	0.067
Holland DM	1	0.067
Holmgren M	1	0.067
Hong YJ	1	0.067
Hong ZJ	1	0.067
Hoppmann M	1	0.067
Horstmann J	1	0.067
Horvath A	1	0.067
Hossain F	1	0.067
Hou HQ	1	0.067
Hou X	1	0.067
Hou XY	1	0.067
Howat I	1	0.067
Howat IM	1	0.067
Hsiao YS	1	0.067
Hsu H	1	0.067
Hsu HJ	1	0.067
Hsu HS	1	0.067
Hsu HY	1	0.067
Hsu HZ	1	0.067
Hu AD	1	0.067
Hu D	1	0.067
Hu DH	1	0.067
Hu HY	1	0.067
Hu JG	1	0.067
Hu LJ	1	0.067
Hu MJ	1	0.067
Hu R	1	0.067
Hu RQ	1	0.067
Hu SX	1	0.067
Hu XH	1	0.067
Hu XK	1	0.067
Hu XM	1	0.067
Hu Y	1	0.067
Hu YX	1	0.067
Hu ZZ	1	0.067
Hua Y	1	0.067
Huang CL	1	0.067
Huang CY	1	0.067
Huang GL	1	0.067
Huang H	1	0.067
Huang HJ	1	0.067
Huang JM	1	0.067
Huang LJ	1	0.067
Huang LQ	1	0.067
Huang PF	1	0.067
Huang PQ	1	0.067
Huang QT	1	0.067
Huang RQ	1	0.067
Huang SH	1	0.067
Huang SM	1	0.067
Huang WC	1	0.067
Huang WG	1	0.067
Huang WQ	1	0.067
Huang XF	1	0.067
Huang XX	1	0.067
Huang XY	1	0.067
Huang YS	1	0.067
Huang ZY	1	0.067
Huber C	1	0.067
Huelsing H	1	0.067
Hugentobler U	1	0.067
Hughes CW	1	0.067
Hui FM	1	0.067
Hui Z	1	0.067
Hui ZL	1	0.067
Humphrey V	1	0.067
Humphrey VW	1	0.067
Hung WC	1	0.067
Hunt DC	1	0.067
Hurst DF	1	0.067
Hussain D	1	0.067
Husson L	1	0.067
Husson R	1	0.067
Hwang HW	1	0.067
Ichikawa H	1	0.067
Idzanovic M	1	0.067
Ilyina T	1	0.067
Inacio P	1	0.067
Ince ES	1	0.067
Inness A	1	0.067
Islam AKMS	1	0.067
Islam T	1	0.067
Issawy EA	1	0.067
Itkin P	1	0.067
Itoh M	1	0.067
Jaeggi A	1	0.067
Jaggi A	1	0.067
Janssen P	1	0.067
Jarmolowski W	1	0.067
Jayarathna WNDS	1	0.067
Jeansou E	1	0.067
Jeffers B	1	0.067
Jeffries MO	1	0.067
Jeon C	1	0.067
Jezek KC	1	0.067
Ji L	1	0.067
Ji Q	1	0.067
Ji S	1	0.067
Ji SJ	1	0.067
Ji WQ	1	0.067
Ji XC	1	0.067
Ji YF	1	0.067
Ji YQ	1	0.067
Jia DZ	1	0.067
Jia JH	1	0.067
Jia JJ	1	0.067
Jia P	1	0.067
Jia Y	1	0.067
Jia YL	1	0.067
Jiang BY	1	0.067
Jiang CS	1	0.067
Jiang DF	1	0.067
Jiang H	1	0.067
Jiang JX	1	0.067
Jiang KC	1	0.067
Jiang L	1	0.067
Jiang LD	1	0.067
Jiang M	1	0.067
Jiang QG	1	0.067
Jiang QN	1	0.067
Jiang SC	1	0.067
Jiang SH	1	0.067
Jiang W	1	0.067
Jiang WG	1	0.067
Jiang X	1	0.067
Jiang XG	1	0.067
Jiang XL	1	0.067
Jiang XM	1	0.067
Jiang YH	1	0.067
Jiang YT	1	0.067
Jiang ZL	1	0.067
Jiang ZS	1	0.067
Jiang ZY	1	0.067
Jiang ZZ	1	0.067
Jianya G	1	0.067
Jianyu H	1	0.067
Jiao HH	1	0.067
Jiao HM	1	0.067
Jiao JJ	1	0.067
Jiao ZT	1	0.067
Jin C	1	0.067
Jin LB	1	0.067
Jin T	1	0.067
Jin X	1	0.067
Jin XZ	1	0.067
Jing MQ	1	0.067
Jinghai Y	1	0.067
John V	1	0.067
Johns WE	1	0.067
Johnsen B	1	0.067
Johnson B	1	0.067
Johnson G	1	0.067
Joly A	1	0.067
Jones BM	1	0.067
Jones PD	1	0.067
Jorda G	1	0.067
Josey SA	1	0.067
Joyette S	1	0.067
Jumaux G	1	0.067
Jungclaus JH	1	0.067
Kabidi K	1	0.067
Kaiser JW	1	0.067
Kalhoro MA	1	0.067
Kang DJ	1	0.067
Kang EL	1	0.067
Kang JJ	1	0.067
Kang KK	1	0.067
Kang S	1	0.067
Kang SC	1	0.067
Kang SH	1	0.067
Kanzow TO	1	0.067
Kao HY	1	0.067
Karaev V	1	0.067
Karaev VY	1	0.067
Karimova S	1	0.067
Karpytchev M	1	0.067
Karstensen J	1	0.067
Kasantikul K	1	0.067
Kato S	1	0.067
Kawamura H	1	0.067
Kawano N	1	0.067
Kazemi A	1	0.067
Ke BG	1	0.067
Ke X	1	0.067
