Authors	Record Count	% of 1,493
Sun WC	4	0.268
Sun YJ	4	0.268
Sun YQ	4	0.268
Tang H	4	0.268
Tapley BD	4	0.268
Tian JY	4	0.268
Vandemark D	4	0.268
Wan JH	4	0.268
Wang LH	4	0.268
Wang SY	4	0.268
Wang TY	4	0.268
Wang XF	4	0.268
Wang ZH	4	0.268
Wen HJ	4	0.268
Wu LX	4	0.268
Xia JM	4	0.268
Xiang LW	4	0.268
Xing J	4	0.268
Yan CX	4	0.268
Yan XM	4	0.268
Yang K	4	0.268
Ye QH	4	0.268
Ye XM	4	0.268
Yin BS	4	0.268
Yin XQ	4	0.268
Yu Y	4	0.268
Yu ZY	4	0.268
Yuan LW	4	0.268
Yuan YL	4	0.268
Zhai FG	4	0.268
Zhang BC	4	0.268
Zhang BJ	4	0.268
Zhang CY	4	0.268
Zhang HW	4	0.268
Zhang JC	4	0.268
Zhang JQ	4	0.268
Zhang L	4	0.268
Zhang SW	4	0.268
Zhang YM	4	0.268
Zhao CG	4	0.268
Zhao Q	4	0.268
Zhen Y	4	0.268
Zheng G	4	0.268
Zheng QN	4	0.268
Zhou C	4	0.268
Zhou M	4	0.268
Zhou W	4	0.268
Zhu JJ	4	0.268
Zhu YC	4	0.268
Zou B	4	0.268
Zuo JC	4	0.268
Ablain M	3	0.201
Ai B	3	0.201
Ai ST	3	0.201
Andersen O	3	0.201
Aouf L	3	0.201
Bastola S	3	0.201
Beck RA	3	0.201
Benveniste J	3	0.201
Bilitza D	3	0.201
Blazquez A	3	0.201
Boyer T	3	0.201
Cao HY	3	0.201
Cao YC	3	0.201
Cardellach E	3	0.201
Chao BF	3	0.201
Chen C	3	0.201
Chen CL	3	0.201
Chen D	3	0.201
Chen Q	3	0.201
Chen WJ	3	0.201
Chen ZW	3	0.201
Cheng J	3	0.201
Cheng LJ	3	0.201
Choi SH	3	0.201
Cipollini P	3	0.201
Cui XB	3	0.201
Cui Z	3	0.201
Dou XH	3	0.201
Du MD	3	0.201
Du QF	3	0.201
Du WJ	3	0.201
Du ZL	3	0.201
Exertier P	3	0.201
Fablet R	3	0.201
Fabra F	3	0.201
Fan CY	3	0.201
Fang JY	3	0.201
Fang Y	3	0.201
Feng XB	3	0.201
Feng Y	3	0.201
Fu HL	3	0.201
Fu WW	3	0.201
Fu Y	3	0.201
Gan JP	3	0.201
Gao CC	3	0.201
Ge MR	3	0.201
Gill E	3	0.201
Gong HL	3	0.201
Groh A	3	0.201
Guan B	3	0.201
Guan CL	3	0.201
Guo HD	3	0.201
Guo JX	3	0.201
Guo LA	3	0.201
Guo P	3	0.201
Guo QH	3	0.201
Hamlington BD	3	0.201
Han B	3	0.201
Han GJ	3	0.201
Han GY	3	0.201
Han PF	3	0.201
Hao WF	3	0.201
Hao ZZ	3	0.201
He B	3	0.201
He Q	3	0.201
He T	3	0.201
He ZG	3	0.201
Heki K	3	0.201
Hernandez-pajares M	3	0.201
Horwath M	3	0.201
Hou AZ	3	0.201
Hu B	3	0.201
Hu J	3	0.201
Hu P	3	0.201
Hu ZB	3	0.201
Hu ZD	3	0.201
Huang K	3	0.201
Huang L	3	0.201
Huang MT	3	0.201
Huang ZD	3	0.201
Huang ZW	3	0.201
Ichikawa K	3	0.201
Ishidaira H	3	0.201
Ishii M	3	0.201
Ji H	3	0.201
Ji T	3	0.201
Ji XL	3	0.201
Jia F	3	0.201
Jiang XW	3	0.201
Jin BG	3	0.201
Jin XL	3	0.201
Jin YM	3	0.201
Jing XL	3	0.201
Jo YH	3	0.201
Kang GH	3	0.201
Katsaros K	3	0.201
Ke H	3	0.201
Kittel CMM	3	0.201
Knudsen P	3	0.201
Komjathy A	3	0.201
Kong WY	3	0.201
Legresy B	3	0.201
Lei JT	3	0.201
Lei N	3	0.201
Leuliette E	3	0.201
Li B	3	0.201
Li C	3	0.201
Li CL	3	0.201
Li D	3	0.201
Li DW	3	0.201
Li GW	3	0.201
Li HJ	3	0.201
Li HN	3	0.201
Li QQ	3	0.201
Li WK	3	0.201
Li XC	3	0.201
Li XJ	3	0.201
Li XM	3	0.201
Li XW	3	0.201
Li XX	3	0.201
Li XY	3	0.201
Li YW	3	0.201
Li YX	3	0.201
Li ZG	3	0.201
Li ZY	3	0.201
Lin SF	3	0.201
Liu BJ	3	0.201
Liu CX	3	0.201
Liu JB	3	0.201
Liu JP	3	0.201
Liu JQ	3	0.201
Liu JY	3	0.201
Liu KX	3	0.201
Liu Q	3	0.201
Liu QK	3	0.201
Liu S	3	0.201
Liu T	3	0.201
Liu WT	3	0.201
Liu XL	3	0.201
Liu YC	3	0.201
Liu YG	3	0.201
Liu ZH	3	0.201
Liu ZL	3	0.201
Llovel W	3	0.201
Long Y	3	0.201
Ma C	3	0.201
Ma J	3	0.201
Ma X	3	0.201
Ma ZM	3	0.201
Maessen D	3	0.201
Mao HB	3	0.201
Meng XG	3	0.201
Mertikas SP	3	0.201
Myneni RB	3	0.201
Nan F	3	0.201
Nishina A	3	0.201
Pang CG	3	0.201
Peng BB	3	0.201
Perrie W	3	0.201
Ping JS	3	0.201
Plag HP	3	0.201
Qi LH	3	0.201
Qiao BJ	3	0.201
Qiao G	3	0.201
Qiu CH	3	0.201
Qu XC	3	0.201
Ren XD	3	0.201
Richards KS	3	0.201
Riva R	3	0.201
Roma-dollase D	3	0.201
Samain E	3	0.201
Shang K	3	0.201
Shang XD	3	0.201
Shao WZ	3	0.201
Shen CY	3	0.201
Shen Q	3	0.201
Shen XY	3	0.201
Sheng JY	3	0.201
Shi C	3	0.201
Shi J	3	0.201
Shi LJ	3	0.201
Shu R	3	0.201
Song KS	3	0.201
Sorensen LS	3	0.201
Spada G	3	0.201
Su H	3	0.201
Su JL	3	0.201
Sui XH	3	0.201
Sun B	3	0.201
Sun HW	3	0.201
Sun HX	3	0.201
Sun L	3	0.201
Tai CK	3	0.201
Tang HZ	3	0.201
Tang SL	3	0.201
Tao TY	3	0.201
Von Schuckmann K	3	0.201
Wan Y	3	0.201
Wang HJ	3	0.201
Wang JG	3	0.201
Wang JH	3	0.201
Wang JJ	3	0.201
Wang JM	3	0.201
Wang LS	3	0.201
Wang MY	3	0.201
Wang NL	3	0.201
Wang P	3	0.201
Wang T	3	0.201
Wang WY	3	0.201
Wang XJ	3	0.201
Wang XL	3	0.201
Wang XZ	3	0.201
Wang YG	3	0.201
Watanabe M	3	0.201
Wei ZX	3	0.201
Wouters B	3	0.201
Wu HT	3	0.201
Wu XY	3	0.201
Xi H	3	0.201
Xing LL	3	0.201
Xiu P	3	0.201
Xu FH	3	0.201
Xu KQ	3	0.201
Xu SM	3	0.201
Xu ZH	3	0.201
Yan YW	3	0.201
Yang B	3	0.201
Yang FL	3	0.201
Yang JJ	3	0.201
Yang JY	3	0.201
Yang QM	3	0.201
Yang S	3	0.201
Yang XD	3	0.201
Yang YK	3	0.201
Yang YX	3	0.201
Yang YZ	3	0.201
Yao YB	3	0.201
Ye D	3	0.201
Ye L	3	0.201
Yi H	3	0.201
Yin XB	3	0.201
Yu BL	3	0.201
Yu JS	3	0.201
Yu K	3	0.201
Yu SW	3	0.201
Yu T	3	0.201
Yu WD	3	0.201
Yuan H	3	0.201
Yuan Q	3	0.201
Yuan XZ	3	0.201
Zeng XZ	3	0.201
Zhai GJ	3	0.201
Zhai XM	3	0.201
Zhan HG	3	0.201
Zhan JG	3	0.201
Zhang GD	3	0.201
Zhang HB	3	0.201
Zhang HY	3	0.201
Zhang JJ	3	0.201
Zhang LL	3	0.201
Zhang RH	3	0.201
Zhang SC	3	0.201
Zhang SQ	3	0.201
Zhang T	3	0.201
Zhang XB	3	0.201
Zhang XL	3	0.201
Zhang XX	3	0.201
Zhang Z	3	0.201
Zhang ZH	3	0.201
Zhao CF	3	0.201
Zhao FY	3	0.201
Zheng GT	3	0.201
Zhou CH	3	0.201
Zhou J	3	0.201
Zhou LH	3	0.201
Zhou WD	3	0.201
Zhou YH	3	0.201
Zhu BL	3	0.201
Zhu H	3	0.201
Zhu LP	3	0.201
Zhu WB	3	0.201
Zhu XY	3	0.201
Zieger S	3	0.201
Zou JH	3	0.201
Ackley S	2	0.134
Ackley SF	2	0.134
Agutu NO	2	0.134
Al GX	2	0.134
An JC	2	0.134
Andres M	2	0.134
Avsar NB	2	0.134
Badulin S	2	0.134
Bamber J	2	0.134
Bamber JL	2	0.134
Bao QL	2	0.134
Becker M	2	0.134
Beckley B	2	0.134
Belli A	2	0.134
Bertino L	2	0.134
Bidlot JR	2	0.134
Buzzard S	2	0.134
Cai RY	2	0.134
Cai XD	2	0.134
Cao N	2	0.134
Carrere L	2	0.134
Carter B	2	0.134
Chang KI	2	0.134
Chang L	2	0.134
Chang YT	2	0.134
Chassignet EP	2	0.134
Che DF	2	0.134
Che T	2	0.134
Chen DL	2	0.134
Chen F	2	0.134
Chen GD	2	0.134
Chen JJ	2	0.134
Chen JM	2	0.134
Chen K	2	0.134
Chen RJ	2	0.134
Chen S	2	0.134
Chen SB	2	0.134
Chen SM	2	0.134
Chen XR	2	0.134
Chen Y	2	0.134
Chen YT	2	0.134
Chen YY	2	0.134
Chen ZQ	2	0.134
Cheng YH	2	0.134
Chow CH	2	0.134
Chu PC	2	0.134
Ciais P	2	0.134
Cogley JG	2	0.134
Coss S	2	0.134
Cretaux JF	2	0.134
Cui XM	2	0.134
Dai MH	2	0.134
Dai SW	2	0.134
Dai YS	2	0.134
Dangendorf S	2	0.134
De Freitas SRC	2	0.134
Di JK	2	0.134
Di WQ	2	0.134
Dibarboure G	2	0.134
Dinardo S	2	0.134
Ding RB	2	0.134
Domingues CM	2	0.134
Dong MH	2	0.134
Dong S	2	0.134
Dong XL	2	0.134
Du HJ	2	0.134
Du L	2	0.134
Du YJ	2	0.134
Du YY	2	0.134
Duan YL	2	0.134
Egbert GD	2	0.134
Emery WJ	2	0.134
Erofeeva SY	2	0.134
Fan CB	2	0.134
Fan D	2	0.134
Fan L	2	0.134
Fan WF	2	0.134
Fan WJ	2	0.134
Fan XH	2	0.134
Fan YG	2	0.134
Fang C	2	0.134
Fang CY	2	0.134
Fang Z	2	0.134
Farahani HH	2	0.134
Feltens J	2	0.134
Feng BX	2	0.134
Feng JQ	2	0.134
Feng WW	2	0.134
Feng XL	2	0.134
Feng YK	2	0.134
Forootan E	2	0.134
Freeshah M	2	0.134
Fu AM	2	0.134
Fu CS	2	0.134
Fu HQ	2	0.134
Gan ZJ	2	0.134
Gao CQ	2	0.134
Gao S	2	0.134
Gao Y	2	0.134
Gao YH	2	0.134
Gao ZY	2	0.134
Garcia-rigo A	2	0.134
Geng X	2	0.134
Gerland S	2	0.134
Getirana A	2	0.134
Ghoddousi-fard R	2	0.134
Gommenginger C	2	0.134
Grinsted A	2	0.134
Guan YP	2	0.134
Guillemot P	2	0.134
Gunter B	2	0.134
Guo H	2	0.134
Guo JJ	2	0.134
Guo JQ	2	0.134
Guo Q	2	0.134
Guo SL	2	0.134
Guo ZM	2	0.134
Haas R	2	0.134
Han JC	2	0.134
Han QC	2	0.134
Han W	2	0.134
Han WQ	2	0.134
Han ZY	2	0.134
Hao XH	2	0.134
Hao XL	2	0.134
Hassan AA	2	0.134
He H	2	0.134
He KF	2	0.134
He SY	2	0.134
Hendricks S	2	0.134
Hinkel KM	2	0.134
Ho CR	2	0.134
Hobiger T	2	0.134
Hochschild V	2	0.134
Hogg A	2	0.134
Holt B	2	0.134
Hong XB	2	0.134
Hu DY	2	0.134
Hu F	2	0.134
Hu H	2	0.134
Hu S	2	0.134
Hu TY	2	0.134
Hu YH	2	0.134
Hu YY	2	0.134
Huang BX	2	0.134
Huang CQ	2	0.134
Huang HL	2	0.134
Huang JL	2	0.134
Huang SX	2	0.134
Huang XD	2	0.134
Huang ZK	2	0.134
Huang ZS	2	0.134
Jackson LP	2	0.134
Jekeli C	2	0.134
Ji JL	2	0.134
Ji W	2	0.134
Jia SF	2	0.134
Jiang CB	2	0.134
Jiang CH	2	0.134
Jiang D	2	0.134
Jiang JH	2	0.134
Jiang QF	2	0.134
Jiang T	2	0.134
Jiang WS	2	0.134
Jiang ZH	2	0.134
Jiao Y	2	0.134
Jie Z	2	0.134
Jing ZY	2	0.134
Johannessen JA	2	0.134
Johnson GC	2	0.134
Ju JT	2	0.134
Kaban MK	2	0.134
Kamachi M	2	0.134
Kang JC	2	0.134
Kao HC	2	0.134
Kao R	2	0.134
Ke FY	2	0.134
Ke XP	2	0.134
Kebede MG	2	0.134
King MA	2	0.134
Klein P	2	0.134
Kohl A	2	0.134
Kong J	2	0.134
Korhonen J	2	0.134
Krankowski A	2	0.134
Kropacek J	2	0.134
Kusche J	2	0.134
Kutoglu SH	2	0.134
Laan E	2	0.134
Lai QF	2	0.134
Lan J	2	0.134
Lan WH	2	0.134
Landerer F	2	0.134
Lee S	2	0.134
Lee SM	2	0.134
Lefsky M	2	0.134
Lefsky MA	2	0.134
Lehner S	2	0.134
Lei RB	2	0.134
Lguensat R	2	0.134
Li DR	2	0.134
Li HP	2	0.134
Li HY	2	0.134
Li JL	2	0.134
Li LL	2	0.134
Li LY	2	0.134
Li P	2	0.134
Li PC	2	0.134
Li PL	2	0.134
Li QY	2	0.134
Li SJ	2	0.134
Li SN	2	0.134
Li SP	2	0.134
Li SS	2	0.134
Li SZ	2	0.134
Li WB	2	0.134
Li YB	2	0.134
Li YS	2	0.134
Li ZH	2	0.134
Liang FY	2	0.134
Liang SL	2	0.134
Liang XF	2	0.134
Lillibridge J	2	0.134
Lin HY	2	0.134
Lin J	2	0.134
Lin WM	2	0.134
Lin Y	2	0.134
Ling F	2	0.134
Liu CL	2	0.134
Liu G	2	0.134
Liu H	2	0.134
Liu HY	2	0.134
Liu JJ	2	0.134
Liu KT	2	0.134
Liu LT	2	0.134
Liu SB	2	0.134
Liu SY	2	0.134
Liu TT	2	0.134
Liu YJ	2	0.134
Liu YT	2	0.134
Liu ZF	2	0.134
Liu ZJ	2	0.134
Liu ZW	2	0.134
Liu ZY	2	0.134
Lu BL	2	0.134
Lu H	2	0.134
Lu J	2	0.134
Lu P	2	0.134
Lu XQ	2	0.134
Luo DH	2	0.134
Luo XW	2	0.134
Luthcke SB	2	0.134
Lv AF	2	0.134
Lv D	2	0.134
Lv WQ	2	0.134
Lv Y	2	0.134
Lyard F	2	0.134
Ma L	2	0.134
Ma MG	2	0.134
Ma YL	2	0.134
Mao KB	2	0.134
Marcos M	2	0.134
Mccreary JP	2	0.134
Meng WT	2	0.134
Meng XY	2	0.134
Mestas-nunez AM	2	0.134
Monselesan D	2	0.134
Monte-moreno E	2	0.134
Moon S	2	0.134
Moore P	2	0.134
Nerem RS	2	0.134
Ni SN	2	0.134
Ni WJ	2	0.134
Nian R	2	0.134
Nicolaus M	2	0.134
Ning BJ	2	0.134
Niu ZG	2	0.134
Palanisamy H	2	0.134
Pan YF	2	0.134
Papa F	2	0.134
Park E	2	0.134
Park T	2	0.134
Pavelsky T	2	0.134
Peng DJ	2	0.134
Peng FK	2	0.134
Peng FQ	2	0.134
Piao SL	2	0.134
Pohlmann T	2	0.134
Proshutinsky A	2	0.134
Purkey SG	2	0.134
Qi JF	2	0.134
Qian A	2	0.134
Qian CC	2	0.134
Qin J	2	0.134
Qin L	2	0.134
Qu Y	2	0.134
Quan Q	2	0.134
Ramatschi M	2	0.134
Raney RK	2	0.134
Rathnayake S	2	0.134
Ren CF	2	0.134
Ren L	2	0.134
Ribo S	2	0.134
Rietbroek R	2	0.134
Rogers WE	2	0.134
Sasaki H	2	0.134
Schaer S	2	0.134
Schmidt M	2	0.134
Schuh H	2	0.134
Shaw A	2	0.134
Shen Y	2	0.134
Shen ZY	2	0.134
Shepherd A	2	0.134
Shi H	2	0.134
Shi HK	2	0.134
Shih HC	2	0.134
Shu Q	2	0.134
Shu YQ	2	0.134
Sichangi AW	2	0.134
Simard M	2	0.134
Smith WHF	2	0.134
Sneeuw N	2	0.134
Song L	2	0.134
Song QT	2	0.134
Speich S	2	0.134
Stammerjohn S	2	0.134
Steffen H	2	0.134
Stroeve J	2	0.134
Su DP	2	0.134
Su DY	2	0.134
Su FC	2	0.134
Su YJ	2	0.134
Sui JP	2	0.134
Sulistioadi YB	2	0.134
Sun BW	2	0.134
Sun DZ	2	0.134
Sun HP	2	0.134
Sun MZ	2	0.134
Sun QW	2	0.134
Sun SW	2	0.134
Sun XZ	2	0.134
Sun YF	2	0.134
Sun ZM	2	0.134
Suo YH	2	0.134
Tanajura CAS	2	0.134
Tang YY	2	0.134
Tao SL	2	0.134
Thomas M	2	0.134
Thompson L	2	0.134
Tian J	2	0.134
Tian JS	2	0.134
Tian LM	2	0.134
Timmermans ML	2	0.134
Torre JM	2	0.134
Tsamados M	2	0.134
Tschudi M	2	0.134
Tseng TP	2	0.134
Uebbing B	2	0.134
Van Dijk AIJM	2	0.134
Vey S	2	0.134
Vignudelli S	2	0.134
Wada Y	2	0.134
Wang AM	2	0.134
Wang AX	2	0.134
Wang DW	2	0.134
Wang GD	2	0.134
Wang GJ	2	0.134
Wang HB	2	0.134
Wang HY	2	0.134
Wang JK	2	0.134
Wang JY	2	0.134
Wang LF	2	0.134
Wang LZ	2	0.134
Wang QM	2	0.134
Wang R	2	0.134
Wang SH	2	0.134
Wang SJ	2	0.134
Wang SX	2	0.134
Wang TT	2	0.134
Wang WB	2	0.134
Wang WK	2	0.134
Wang XM	2	0.134
Wang XP	2	0.134
Wang YC	2	0.134
Wang YM	2	0.134
Wang YQ	2	0.134
Wang YX	2	0.134
Wang ZF	2	0.134
Watson C	2	0.134
Watson CS	2	0.134
Wei DY	2	0.134
Wei H	2	0.134
Wei SH	2	0.134
Wen ZD	2	0.134
Weng DJ	2	0.134
Westaway R	2	0.134
Woodworth P	2	0.134
Woppelmann G	2	0.134
