Affiliations	Record Count	% of 3,072
LAWRENCE LIVERMORE NATIONAL LABORATORY	3	0.098
MEMORIAL UNIVERSITY NEWFOUNDLAND	3	0.098
MONTEREY BAY AQUARIUM RESEARCH INSTITUTE	3	0.098
NATL IMAGE MAPPING AGCY	3	0.098
NELSON MANDELA UNIVERSITY	3	0.098
NERSC	3	0.098
NORTHERN ARIZONA UNIVERSITY	3	0.098
NORTHWESTERN UNIVERSITY	3	0.098
OCEAN NEXT	3	0.098
OCEANWEATHER INC	3	0.098
ORBITAL SCI CORP	3	0.098
PERSPECTA	3	0.098
POLAR RES INST CHINA	3	0.098
QINETIQ NORTH AMER	3	0.098
RAYTHEON ITSS CORP	3	0.098
REMOTE SENSING SYST	3	0.098
SAN FRANCISCO STATE UNIVERSITY	3	0.098
SCI SYST APPLICAT	3	0.098
SECOND INST OCEANOG	3	0.098
SERV HYDROG OCEANOG MARINE	3	0.098
SOCIB	3	0.098
SOUTHERN UNIVERSITY OF SCIENCE TECHNOLOGY	3	0.098
STATE FOREST ADM CHINA	3	0.098
SUN YAT SEN UNIVERSITY	3	0.098
TECHNICAL UNIVERSITY OF CRETE	3	0.098
TOKYO UNIVERSITY OF MARINE SCIENCE TECHNOLOGY	3	0.098
TRENT UNIVERSITY	3	0.098
UNIV LEEDS	3	0.098
UNIV MARYLAND	3	0.098
UNIVERSIDAD DE CADIZ	3	0.098
UNIVERSIDADE FEDERAL DA BAHIA	3	0.098
UNIVERSIDADE FEDERAL DO RIO GRANDE	3	0.098
UNIVERSITAT SIEGEN	3	0.098
UNIVERSITE DE RENNES 1	3	0.098
UNIVERSITY OF BRITISH COLUMBIA	3	0.098
UNIVERSITY OF CALIFORNIA DAVIS	3	0.098
UNIVERSITY OF CONNECTICUT	3	0.098
UNIVERSITY OF MANCHESTER	3	0.098
UNIVERSITY OF MARYLAND BALTIMORE	3	0.098
UNIVERSITY OF MASSACHUSETTS BOSTON	3	0.098
UNIVERSITY OF MONTANA	3	0.098
UNIVERSITY OF MONTANA SYSTEM	3	0.098
UNIVERSITY OF NOTRE DAME	3	0.098
UNIVERSITY OF SASKATCHEWAN	3	0.098
UNIVERSITY OF STUTTGART	3	0.098
UNIVERSITY OF WATERLOO	3	0.098
UNIVERSITY OF YAMANASHI	3	0.098
US NAVAL RES LAB	3	0.098
UTAH STATE UNIVERSITY	3	0.098
VICTORIA UNIVERSITY WELLINGTON	3	0.098
VRIJE UNIVERSITEIT AMSTERDAM	3	0.098
WAGENINGEN UNIVERSITY RESEARCH	3	0.098
WESTERN MICHIGAN UNIVERSITY	3	0.098
YALE UNIVERSITY	3	0.098
ABDUS SALAM INTERNATIONAL CENTRE FOR THEORETICAL PHYSICS ICTP	2	0.065
AEROSPACE CORPORATION USA	2	0.065
AGENZIA SPAZIALE ITALIANA ASI	2	0.065
AGROCAMPUS OUEST	2	0.065
AGROPARISTECH	2	0.065
AMERICAN UNIVERSITY	2	0.065
AMERICAN UNIVERSITY OF SHARJAH	2	0.065
AMHERST COLLEGE	2	0.065
ANAL SCI CORP	2	0.065
ARCTIC ANTARCTIC RESEARCH INSTITUTE	2	0.065
ARGONNE NATIONAL LABORATORY	2	0.065
ARISTOTLE UNIVERSITY OF THESSALONIKI	2	0.065
ASIAQ GREENLAND SURVEY	2	0.065
AUSTRALIAN RES COUNCIL CTR EXCELLENCE CLIMATE SYS	2	0.065
AUSTRIAN ACADEMY OF SCIENCES	2	0.065
BAE SYSTEMS	2	0.065
BALL AEROSPACE TECHNOLOGIES	2	0.065
BAY AREA ENVIRONM RES INST	2	0.065
BEDFORD INST OCEANOG	2	0.065
BGS IT E	2	0.065
BIGELOW LABORATORY FOR OCEAN SCIENCES	2	0.065
BOEING	2	0.065
BOGOR AGRICULTURAL UNIVERSITY	2	0.065
BUREAU DE RECHERCHES GEOLOGIQUES ET MINIERES BRGM	2	0.065
CALIFORNIA STATE POLYTECHNIC UNIVERSITY HUMBOLDT	2	0.065
CANADIAN FOREST SERVICE	2	0.065
CERF	2	0.065
CHINESE ACADEMY OF FORESTRY	2	0.065
CHINESE ACADEMY OF SURVEYING MAPPING	2	0.065
COLD ARID REGIONS ENVIRONMENTAL ENGINEERING RESEARCH INSTITUTE CAS	2	0.065
COLLECTE LOCALISAT SATELLITE	2	0.065
COLORADO COLLEGE	2	0.065
COLORADO CTR ASTRODYNAM RES	2	0.065
COMP SCI CORP	2	0.065
COOPERAT INST RES ENVIRONM SCI	2	0.065
CPRM	2	0.065
CS CORP	2	0.065
CS GRP	2	0.065
CSIC INSTITUTO DE ASTROFISICA DE ANDALUCIA IAA	2	0.065
CTR EUROMEDITERRANEO CAMBIAMENTI CLIMAT	2	0.065
CTR INVEST MAR ATMOSFERA	2	0.065
DALHOUSIE UNIVERSITY	2	0.065
DE MONTFORT UNIVERSITY	2	0.065
DELTARES	2	0.065
DURHAM UNIVERSITY	2	0.065
EAST CAROLINA UNIVERSITY	2	0.065
ECOLE NORMALE SUPERIEURE DE LYON ENS DE LYON	2	0.065
EG G TECH SERV INC	2	0.065
EGYPTIAN KNOWLEDGE BANK EKB	2	0.065
ESA	2	0.065
EUROPEAN COMMISS	2	0.065
EXXON MOBIL CORPORATION	2	0.065
FIELD RESEARCH FACILITY FRF	2	0.065
FINNISH ENVIRONMENT INSTITUTE	2	0.065
FLEET NUMER METEOROL OCEANOG CTR	2	0.065
FLORIDA ATLANTIC UNIVERSITY	2	0.065
FUZHOU UNIVERSITY	2	0.065
GARMIN CORPORATION	2	0.065
GEOPHYSICAL CENTER OF THE RUSSIAN ACADEMY OF SCIENCES	2	0.065
GEORGE WASHINGTON UNIVERSITY	2	0.065
GEOSCI AZUR	2	0.065
GHENT UNIVERSITY	2	0.065
GNS SCIENCE NEW ZEALAND	2	0.065
GOETHE UNIVERSITY FRANKFURT	2	0.065
GRIFFITH UNIVERSITY	2	0.065
HELLEN NAVAL ACAD	2	0.065
HONG KONG UNIVERSITY OF SCIENCE TECHNOLOGY	2	0.065
HORIZON MARINE INC	2	0.065
IHCANTABRIA INSTITUTO DE HIDRAULICA AMBIENTAL DE LA UNIVERSIDAD DE CANTABRIA	2	0.065
ILICHEV PACIFIC OCEANOLOGICAL INSTITUTE	2	0.065
IM SYST GRP INC IMSG	2	0.065
INDIAN INSTITUTE OF TECHNOLOGY IIT BOMBAY	2	0.065
INDIAN INSTITUTE OF TECHNOLOGY IIT KHARAGPUR	2	0.065
INHA UNIVERSITY	2	0.065
INST OCEAN SCI	2	0.065
INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE	2	0.065
INSTITUT POLYTECHNIQUE DE PARIS	2	0.065
INSTITUTE OF BOTANY CAS	2	0.065
INSTITUTE OF MOUNTAIN HAZARDS ENVIRONMENT CAS	2	0.065
INT SPACE SCI INST ISSI	2	0.065
ISRAEL OCEANOG LIMNOL RES	2	0.065
ISSI	2	0.065
ISTITUTO DI SCIENZA E TECNOLOGIE DELL INFORMAZIONE ALESSANDRO FAEDO ISTI CNR	2	0.065
ISTITUTO DI SCIENZE DELL ATMOSFERA E DEL CLIMA ISAC CNR	2	0.065
JIANGXI NORMAL UNIVERSITY	2	0.065
JOINT CTR GLOBAL CHANGE STUDIES	2	0.065
K WATER	2	0.065
KING ABDULLAH UNIVERSITY OF SCIENCE TECHNOLOGY	2	0.065
KING SAUD UNIVERSITY	2	0.065
KOREA ADVANCED INSTITUTE OF SCIENCE TECHNOLOGY KAIST	2	0.065
KORT MATRIKELSTYELSEN	2	0.065
KORT MATRIKELSTYRELSEN	2	0.065
KORT OG MATRIKELSTYRELSEN	2	0.065
KYOTO UNIVERSITY	2	0.065
L ISTITUTO PER L AMBIENTE MARINO COSTIERO IAMC CNR	2	0.065
LAB MODELISAT CALCUL	2	0.065
LANZHOU UNIVERSITY	2	0.065
LEONARDO	2	0.065
MANITOBA HYDRO	2	0.065
MAYNOOTH UNIVERSITY	2	0.065
MONTANA STATE UNIVERSITY BOZEMAN	2	0.065
MONTANA STATE UNIVERSITY SYSTEM	2	0.065
NANJING NORMAL UNIVERSITY	2	0.065
NASA MARSHALL SPACE FLIGHT CENTER	2	0.065
NATIONAL ACADEMIES OF SCIENCES ENGINEERING MEDICINE	2	0.065
NATIONAL AUTHORITY FOR REMOTE SENSING SPACE SCIENCES NARSS	2	0.065
NATIONAL HURRICANE CENTER NOAA	2	0.065
NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE TECHNOLOGY AIST	2	0.065
NATIONAL INSTITUTE OF POLAR RESEARCH NIPR JAPAN	2	0.065
NATIONAL KAPODISTRIAN UNIVERSITY OF ATHENS	2	0.065
NATIONAL RESEARCH INSTITUTE OF ASTRONOMY GEOPHYSICS NRIAG	2	0.065
NATIONAL SCIENCE FOUNDATION NSF	2	0.065
NATIONAL UNIVERSITY OF SINGAPORE	2	0.065
NATL LAB MARINE SCI TECHNOL	2	0.065
NATL NUCL SECUR ADM	2	0.065
NATL SATELLITE OCEAN APPLICAT SERV	2	0.065
NATL SPACE ORG	2	0.065
NAVAL OCEANOG OFF	2	0.065
NERC NATIONAL CENTRE FOR EARTH OBSERVATION	2	0.065
NEW MEXICO INSTITUTE OF MINING TECHNOLOGY	2	0.065
NEW MEXICO STATE UNIVERSITY	2	0.065
NEW YORK UNIV ABU DHABI	2	0.065
NORTHEASTERN UNIVERSITY CHINA	2	0.065
NOVOSIBIRSK STATE UNIVERSITY	2	0.065
NPS	2	0.065
OAK RIDGE NATIONAL LABORATORY	2	0.065
OPEN UNIVERSITY UK	2	0.065
OSMANIA UNIVERSITY	2	0.065
PILOT NATL LAB MARINE SCI TECHNOL QINGDAO	2	0.065
PLANETARY SCI INST	2	0.065
POLISH ACADEMY OF SCIENCES	2	0.065
POLYTECHNIC UNIVERSITY OF MILAN	2	0.065
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE	2	0.065
PURPLE MOUNTAIN OBSERVATORY CAS	2	0.065
QINETIQ N AMER	2	0.065
QUEENS UNIVERSITY CANADA	2	0.065
RAYTHEON TECHNOLOGIES	2	0.065
RES INST GEODESY	2	0.065
RESEARCH CENTER JULICH	2	0.065
RESEARCH ORGANIZATION OF INFORMATION SYSTEMS ROIS	2	0.065
ROYAL DUTCH SHELL	2	0.065
SAINT OLAF COLLEGE	2	0.065
SAN DIEGO STATE UNIVERSITY	2	0.065
SCRIPPS RESEARCH INSTITUTE	2	0.065
SHANGHAI OCEAN UNIVERSITY	2	0.065
SMITHSONIAN ASTROPHYSICAL OBSERVATORY	2	0.065
SOUTH AFRICAN WEATHER SERVICE SAWS	2	0.065
SOUTH DAKOTA STATE UNIVERSITY	2	0.065
SOUTHERN MARINE SCI ENGN GUANGDONG LAB	2	0.065
SOUTHERN MARINE SCI ENGN GUANGDONG LAB ZHANJIAN	2	0.065
SSAI	2	0.065
SSAI INC	2	0.065
STATE FORESTRY ADM	2	0.065
STATE KEY LAB REMOTE SENSING SCI	2	0.065
STATE OCEAN ADM	2	0.065
STATE UNIVERSITY OF NEW YORK SUNY COLLEGE OF ENVIRONMENTAL SCIENCE FORESTRY	2	0.065
SULTAN QABOOS UNIVERSITY	2	0.065
SURYA UNIVERSITY	2	0.065
SVERDRUP TECHNOL INC	2	0.065
SWCA ENVIRONM CONSULTANTS	2	0.065
SWINBURNE UNIVERSITY OF TECHNOLOGY	2	0.065
SYRACUSE UNIVERSITY	2	0.065
TEXAS A M UNIVERSITY CORPUS CHRISTI	2	0.065
TONGJI UNIVERSITY	2	0.065
TUSCIA UNIVERSITY	2	0.065
UHI MILLENNIUM INSTITUTE	2	0.065
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA	2	0.065
UNIVERSIDAD DE CANTABRIA	2	0.065
UNIVERSIDAD DE CHILE	2	0.065
UNIVERSIDAD DE MAGALLANES	2	0.065
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO	2	0.065
UNIVERSIDADE DE VIGO	2	0.065
UNIVERSITAS MULAWARMAN	2	0.065
UNIVERSITAT D ALACANT	2	0.065
UNIVERSITE DE BORDEAUX	2	0.065
UNIVERSITE DE ORLEANS	2	0.065
UNIVERSITI MALAYSIA TERENGGANU	2	0.065
UNIVERSITY COLLEGE DUBLIN	2	0.065
UNIVERSITY HOHENHEIM	2	0.065
UNIVERSITY OF ADELAIDE	2	0.065
UNIVERSITY OF ALABAMA HUNTSVILLE	2	0.065
UNIVERSITY OF AUCKLAND	2	0.065
UNIVERSITY OF DHAKA	2	0.065
UNIVERSITY OF EAST ANGLIA	2	0.065
UNIVERSITY OF GHANA	2	0.065
UNIVERSITY OF GLASGOW	2	0.065
UNIVERSITY OF GUAM	2	0.065
UNIVERSITY OF ILLINOIS SYSTEM	2	0.065
UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN	2	0.065
UNIVERSITY OF LA REUNION	2	0.065
UNIVERSITY OF LETHBRIDGE	2	0.065
UNIVERSITY OF LOUISIANA SYSTEM	2	0.065
UNIVERSITY OF MUNICH	2	0.065
UNIVERSITY OF NAIROBI	2	0.065
UNIVERSITY OF NEBRASKA LINCOLN	2	0.065
UNIVERSITY OF NEBRASKA SYSTEM	2	0.065
UNIVERSITY OF NEVADA RENO	2	0.065
UNIVERSITY OF NEW BRUNSWICK	2	0.065
UNIVERSITY OF NEW MEXICO	2	0.065
UNIVERSITY OF NEW ORLEANS	2	0.065
UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE	2	0.065
UNIVERSITY OF NORTH DAKOTA GRAND FORKS	2	0.065
UNIVERSITY OF PENNSYLVANIA	2	0.065
UNIVERSITY OF PUERTO RICO MAYAGUEZ	2	0.065
UNIVERSITY OF PUERTO RICO RIO PIEDRAS	2	0.065
UNIVERSITY OF SHEFFIELD	2	0.065
UNIVERSITY OF SOUTHERN CALIFORNIA	2	0.065
UNIVERSITY OF TECHNOLOGY SYDNEY	2	0.065
UNIVERSITY OF TENNESSEE KNOXVILLE	2	0.065
UNIVERSITY OF TENNESSEE SYSTEM	2	0.065
UNIVERSITY OF TWENTE	2	0.065
UNIVERSITY OF WARMIA MAZURY	2	0.065
UNIVERSITY OF ZAGREB	2	0.065
US COAST GUARD ACAD	2	0.065
US NATL ICE CTR	2	0.065
WESTERN ILLINOIS UNIVERSITY	2	0.065
WESTERN NORWAY UNIVERSITY OF APPLIED SCIENCES	2	0.065
WESTWOOD HIGH SCH	2	0.065
WHOI	2	0.065
YORK UNIVERSITY CANADA	2	0.065
ABR INC	1	0.033
ACAD FOREST INVENTORY PLANNING	1	0.033
ACADEMY OF OPTO ELECTRONICS CAS	1	0.033
ADNET SYST	1	0.033
AECOM CORP	1	0.033
AGCY GEOSPATIAL INFORMAT BIG	1	0.033
AGENCE NATL PK NATIONAUX	1	0.033
AIN SHAMS UNIVERSITY	1	0.033
AIR FORCE INSTITUTE OF TECHNOLOGY AFIT	1	0.033
AIR FORCE RES LAB	1	0.033
AIR WORLDWIDE CORP	1	0.033
AIRBUS	1	0.033
AIRBUS DEF SPACE	1	0.033
AIRBUS DS SPACE SYST ESPANA	1	0.033
ALASKA DEPT NAT RESOURCES	1	0.033
ALASKA DIV GEOL GEOPHYS SURVEYS	1	0.033
ALASKA OCEAN OBSERVING SYST	1	0.033
ALGERIAN SPACE AGENCY ASAL	1	0.033
ALL RUSSIAN RES INST HYDROMETEOROL INFORMAT	1	0.033
ALTIHYDROLAB FR	1	0.033
ALTIMETR LLC	1	0.033
AMIRKABIR UNIVERSITY OF TECHNOLOGY	1	0.033
ANALYT SCI CORP	1	0.033
ANDHRA UNIVERSITY	1	0.033
ANHUI HUAIHE RIVER INST HYDRAUL RES	1	0.033
ANHUI JIANZHU UNIVERSITY	1	0.033
ANJINDAI	1	0.033
ANTARCT CLIMATE ECOSYSTEMS COOPERAT RES CTR	1	0.033
ANTARCTIC CRC	1	0.033
ANTIGUA BARBUDA METEOROL SERV	1	0.033
APPL OCEAN SCI	1	0.033
APPL OCEAN SCI LLC	1	0.033
APPL SCI ASSOC	1	0.033
APPL SCI ASSOC INC	1	0.033
APPL SCI ASSOCIATES INC	1	0.033
AQUANAUTIX CONSULTING	1	0.033
ARC CTR EXCELLENCE CLIMATE SYST SCI	1	0.033
ARCADA UNIVERSITY OF APPLIED SCIENCES	1	0.033
AREEO	1	0.033
ARESYS SRL	1	0.033
ARGENTINE NAVAL HYDROG SERV	1	0.033
ARMED FORCES RESEARCH INSTITUTE OF MEDICAL SCIENCE AFRIMS	1	0.033
ARMY ENGINEERING UNIVERSITY OF PLA	1	0.033
ASRC FED AS D	1	0.033
ASRC RES TECHNOL SOLUT ARTS	1	0.033
AT T	1	0.033
ATA AEROSP	1	0.033
ATMOSPHER SCI METEOROL RES CTR	1	0.033
ATMOSPHER SPACE TECHNOL RES ASSOCIATES	1	0.033
AUBURN UNIVERSITY	1	0.033
AUBURN UNIVERSITY SYSTEM	1	0.033
AUSTIN PEAY STATE UNIVERSITY	1	0.033
AUSTRALIAN BUR METEOROL BOM	1	0.033
AUSTRALIAN DEFENSE FORCE ACADEMY	1	0.033
AUSTRALIAN RES COUNCIL	1	0.033
BAHIR DAR UNIVERISTY	1	0.033
BALEAR ISL COASTAL OBSERVING FORECASTING SYST S	1	0.033
BALL CORP	1	0.033
BANARAS HINDU UNIVERSITY BHU	1	0.033
BANGLADESH WATER DEV BOARD	1	0.033
BARBADOS METEOROL SERV	1	0.033
BARCELONA EXPERT CTR REMOTE SENSING	1	0.033
BATTELLE MEMORIAL INSTITUTE	1	0.033
BEIBU GULF UNIVERSITY	1	0.033
BEIHANG UNIVERSITY	1	0.033
BEIJING CLIMATE CTR	1	0.033
BEIJING FORESTRY UNIVERSITY	1	0.033
BEIJING INST SPACECRAFT SYST ENGN	1	0.033
BEIJING RES INST TELEMETRY	1	0.033
BEIJING UNION UNIVERSITY	1	0.033
BEIJING UNIVERSITY OF TECHNOLOGY	1	0.033
BEN GURION UNIVERSITY	1	0.033
BGEOS	1	0.033
BIOSPHER INSTRUMENTS	1	0.033
BOGAZICI UNIVERSITY	1	0.033
BOOST TECHNOL	1	0.033
BOSCH	1	0.033
BOTSWANA INT UNIV SCI TECHNOL	1	0.033
BOURNEMOUTH UNIVERSITY	1	0.033
BPI HANNOVER	1	0.033
BRISBANE BOT GARDENS	1	0.033
BROOKHAVEN NATIONAL LABORATORY	1	0.033
BUDAPEST UNIVERSITY OF TECHNOLOGY ECONOMICS	1	0.033
BUNDESAMT UMWELT BAFU	1	0.033
BUR HYDROL WATER RESOURCES QINGHAI PROV	1	0.033
BUR OCEAN ENERGY MANAGEMENT	1	0.033
BUR OCEAN ENERGY MANAGEMENT REGULAT ENFORCEMENT	1	0.033
CALIFORNIA STATE UNIVERSITY LOS ANGELES	1	0.033
CALIFORNIA STATE UNIVERSITY MONTEREY BAY	1	0.033
CAMPBELL SCI CANADA CORP	1	0.033
CANADIAN CENTRE FOR CLIMATE MODELLING ANALYSIS CCCMA	1	0.033
CARIBBEAN INST METEOROL HYDROL	1	0.033
CARL VON OSSIETZKY UNIVERSITAT OLDENBURG	1	0.033
CARNEGIE MELLON UNIVERSITY	1	0.033
CAS CTR EXCELLENCE QUATERNARY SCI GLOBAL CHANGE	1	0.033
CAS CTR EXCELLENCE TIBETAN PLATEAU EARTH SYST	1	0.033
CAWRC	1	0.033
CAYMAN ISL NATL WEATHER SERV	1	0.033
CEAZA	1	0.033
CEDR	1	0.033
CENTENNIAL COLL	1	0.033
CENTER FOR OCEAN LAND ATMOSPHERE STUDIES	1	0.033
CENTRAL WASHINGTON UNIVERSITY	1	0.033
CENTRO EURO MEDITERRANEO SUI CAMBIAMENTI CLIMATICI CMCC	1	0.033
CENTRUM BADAN KOSMICZNYCH POLISH ACADEMY OF SCIENCES	1	0.033
CERGA	1	0.033
CETP IPSL	1	0.033
CGIAR	1	0.033
CHALMERS UNIVERSITY OF TECHNOLOGY	1	0.033
CHANGSHA UNIVERSITY OF SCIENCE TECHNOLOGY	1	0.033
CHARLES DARWIN UNIVERSITY	1	0.033
CHARLES STURT UNIVERSITY	1	0.033
CHARLES UNIVERSITY PRAGUE	1	0.033
CHEVRON	1	0.033
CHIBA INSTITUTE OF TECHNOLOGY	1	0.033
CHIBA UNIVERSITY	1	0.033
CHINA INSTITUTE OF WATER RESOURCES HYDROPOWER RESEARCH	1	0.033
CHINA METEOROLOGICAL ADMINISTRATION	1	0.033
CHONNAM NATIONAL UNIVERSITY	1	0.033
CHUNG HSING SURVEY INC	1	0.033
CHUZHOU UNIVERSITY	1	0.033
CIIFEN	1	0.033
CIMA	1	0.033
CIRA	1	0.033
CIRAD	1	0.033
CISESS ESSIC UNIV MARYLAND	1	0.033
CITY LONDON SCH	1	0.033
CLARKSON UNIVERSITY	1	0.033
CLEMSON UNIVERSITY	1	0.033
CLIMATE CHANGE INST	1	0.033
CLIMATUS LLC	1	0.033
CNES DCT SI AP	1	0.033
CNES GET	1	0.033
CNMOC	1	0.033
CNRM	1	0.033
CNRS LGGE	1	0.033
CNRS NATIONAL INSTITUTE OF NUCLEAR AND PARTICLE PHYSICS IN2P3	1	0.033
COAPS	1	0.033
COASTAL EDUC RES FDN CERF	1	0.033
COGITAMUS LAB	1	0.033
COLLECTE LOCALISAT SATELLITES SA	1	0.033
COLLECTE LOCALIZAT SATELLITES	1	0.033
COLLEGE OF CHARLESTON	1	0.033
CONCORDIA UNIVERSITY CANADA	1	0.033
CONOCOPHILLIPS	1	0.033
CONSERVATOIRE NATIONAL ARTS METIERS CNAM	1	0.033
CONSIGLIO NAZL RIC CNR ISTI	1	0.033
CONSORTIUM OCEANOG RES EDUC	1	0.033
COOPERAT INST MARINE ATMOSPHER SCI	1	0.033
COOPERAT RES CTR SPATIAL INFORMAT	1	0.033
COOPERATIVE INST MARINE ATMOSPHER SCI	1	0.033
CORAL REEF RES FDN	1	0.033
CORDIO EAST AFRICA	1	0.033
COUNCIL FOR SCIENTIFIC INDUSTRIAL RESEARCH CSIR SOUTH AFRICA	1	0.033
CS SI	1	0.033
CSIC INSTITUTO DE CIENCIAS MARINAS DE ANDALUCIA ICMAN	1	0.033
CSIC UCM INSTITUTO DE ASTRONOMIA Y GEODESIA IAG	1	0.033
CSIR SOUTHERN OCEAN CARBON CLIMATE OBSERV	1	0.033
CSR	1	0.033
CTOH LEGOS CNRS	1	0.033
CTR ASTROPHYS CFA	1	0.033
CTR CIENCIA CLIMA RESIELCIA CR2	1	0.033
CTR CLIMATE RESILIENCE RES CR 2	1	0.033
CTR ETUD ENVIRONM TERR PLANETAIRES	1	0.033
CTR EXCELLENCE CLIMATE CHANGE RES	1	0.033
CTR GEODESIA SPAZIALE G COLOMBO	1	0.033
CTR INTERDISCIPLINAR INVEST MARINHA AMBIENTAL	1	0.033
CTR INVEST CONSERVAC MARINA	1	0.033
CTR MARITIME RES EXPERIMENTAT	1	0.033
CTR MARITIME RES EXPT	1	0.033
CTR METEOROL SPATIALE	1	0.033
CTR NACL MONITORAMENTO ALERTAS DESASTRES NAT	1	0.033
CTR OCEAN ATMOSPHER PREDICT STUDIES	1	0.033
CTR OCEANOL MARSEILLE	1	0.033
CTR ORBIT DETERMINAT EUROPE	1	0.033
CTR POLAR OBSERVAT MODELLING	1	0.033
CTR REG AGRHYMET	1	0.033
CTR SPACE SCI ENGN	1	0.033
CTR SPATIAL TOULOUSE	1	0.033
CTR TECNOL TELECOMUNICAC CATALUNYA CTTC CERCA	1	0.033
CURTIN UNIVERSITY	1	0.033
CZECH ARMED FORCES	1	0.033
DA NANG INST SOCIOECON DEV	1	0.033
DAUPHIN ISL SEA LAB	1	0.033
DEFENCE RESEARCH DEVELOPMENT CANADA	1	0.033
DEIMOS ENGN	1	0.033
DEIMOS ENGN SA	1	0.033
DEIMOS SPACE UK LTD	1	0.033
DEPARTMENT ENVIRONMENT	1	0.033
DEPARTMENT OF SCIENCE TECHNOLOGY INDIA	1	0.033
DEPAUL UNIVERSITY	1	0.033
DEPT CIVIL ENVIRONM ENGN	1	0.033
DEPT ECOL CONSERVAT BIOL	1	0.033
DEPT OCEANOG	1	0.033
DEPT WATER RESOURCES	1	0.033
DEUTSCH GEODAET FORSCHUNGSINST	1	0.033
DEUTSCH GEODAT FORSCHUNGSINST	1	0.033
DEUTSCH GEODAT FORSCHUNGSINST DGFI TUM	1	0.033
DEUTSCH WETTERDIENST	1	0.033
DEUTSCHER WETTERDIENST	1	0.033
DEUTSCHES GEODAT FORSCHUNGSINST	1	0.033
DEUTSCHES GEODATISCHES FORSCHUNGSINST	1	0.033
DHI WATER ENVIRONM	1	0.033
DIRECC METEOROL CHILE	1	0.033
DIRECC NACL RECURSOS ACUAT	1	0.033
DIRECT METEOROL NATIONALE MAROC	1	0.033
DIRECT METEOROL NATL MAROC	1	0.033
DLR IMF	1	0.033
DOMINICA METEOROL SERV	1	0.033
DPA AEROSP POLICY SOLUT	1	0.033
DRAGONFLY	1	0.033
DST GEOPHYS	1	0.033
DST INC	1	0.033
DWD GERMAN WEATHER SERV	1	0.033
EAB EDUC TECHNOL SERV RES	1	0.033
EARTH REMOTE SENSING DATA ANAL CTR	1	0.033
EARTH RESOURCES TECHNOL	1	0.033
EARTH SYST SCI INTERDISCIPLINARY CTR	1	0.033
EARTH SYSTEM SCIENCE ORGANIZATION ESSO	1	0.033
EAST CHINA UNIVERSITY OF TECHNOLOGY	1	0.033
EASTERN MICHIGAN UNIVERSITY	1	0.033
ECKERD COLL	1	0.033
ECOLE NATIONALE DE L AVIATION CIVILE ENAC	1	0.033
ECOLE SUPER GEOMETRES TOPOGRAPHES	1	0.033
ECSAT	1	0.033
EG G WASHINGTON ANALYT SERV CTR INC	1	0.033
EGYPTIAN METEOROL AUTHOR	1	0.033
EMERGENT SPACE TECHNOL	1	0.033
EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA EMBRAPA	1	0.033
ENVIRONM EARTH OBSERVAT IT GMBH ENVEO	1	0.033
ENVIRONM SYST ANAL RES CTR	1	0.033
EOLA ME WATER PROBLEM INST RAS	1	0.033
EOST IPGS	1	0.033
ERC INC	1	0.033
ERIM INT	1	0.033
ERIM INT INC	1	0.033
ERT INC	1	0.033
ESA EUROPEAN SPACE AGCY	1	0.033
ESTONIAN UNIVERSITY OF LIFE SCIENCES	1	0.033
EUROPEAN ORGANISAT EXPLOITAT METEOROL SATELLITES	1	0.033
EUROPEAN SPACE AGCY ESA FEC	1	0.033
EVANS HAMILTON INC	1	0.033
EXELIS INC	1	0.033
FAA	1	0.033
FAC INGN	1	0.033
FAIRCHILD SPACE	1	0.033
FAROE MARINE RES INST	1	0.033
FAROESE FISHERIES LAB	1	0.033
FDN ENI ENRICO MATTEI FEEM	1	0.033
FDN LA SALLE CIENCIAS NAT	1	0.033
FED AGCY CARTOG GEODESY	1	0.033
FED ARMED FORCES	1	0.033
FED MARITIME HYDROG AGCY	1	0.033
FED OFF TOPOG SWISSTOPO	1	0.033
FED WATERWAYS ENGN RES INST BAW	1	0.033
FEDERAL OFFICE OF METEOROLOGY CLIMATOLOGY METEOSWISS	1	0.033
FENG CHIA UNIVERSITY	1	0.033
FIBERTEK INC	1	0.033
FISHERIES DEPT SISTAN BALUCHESTAN PROV	1	0.033
FLEET NUMER OCEANOG CTR	1	0.033
FLORIDA A M UNIVERSITY	1	0.033
FLORIDA DEPT ENVIRONM PROTECT	1	0.033
FLORIDA FISH WILDLIFE CONSERVATION COMMISSION	1	0.033
FLORIDA INSTITUTE OF TECHNOLOGY	1	0.033
FLUROSAT PTY LTD	1	0.033
FM GLOBAL	1	0.033
FOREST RES	1	0.033
FOREST RES NORTHERN RES STN	1	0.033
FREE UNIVERSITY OF BERLIN	1	0.033
FRONTIERSI	1	0.033
FT LEWIS COLL	1	0.033
