Affiliations	Record Count	% of 3,072
FUGRO INTERSITE BV	1	0.033
FUGRO USA MARINE INC	1	0.033
FURGO CHANCE	1	0.033
GADJAH MADA UNIVERSITY	1	0.033
GAMMA REMOTE SENSING AG	1	0.033
GEN DYNAM ADV INFORMAT SYST	1	0.033
GENERAL ELECTRIC	1	0.033
GEO GMBH	1	0.033
GEODATOS	1	0.033
GEODET INST	1	0.033
GEODYNAM GRP	1	0.033
GEOMAR HELMHOLTZ ZENTUM OZEANFORSCH KIEL	1	0.033
GEOSCI PROFESS SERV	1	0.033
GEOSCI RES CORP	1	0.033
GEOSPATIAL RESEARCH LABORATORY GRL	1	0.033
GEOSTREAMS LTD	1	0.033
GERMAN FED INST HYDROL	1	0.033
GLOBAL CLIMATE OBSERVING SYST	1	0.033
GLOBAL PRECIPITAT CLIMATOL CTR	1	0.033
GOLDER ASSOCIATES	1	0.033
GOVT PEOPLES REPUBL BANGLADESH	1	0.033
GRAZ UNIVERSITY OF TECHNOLOGY	1	0.033
GREATER WELLINGTON REG COUNCIL	1	0.033
GREEN ENVIRONM ENGN CONSULTANT CO LTD	1	0.033
GREENPEACE INT	1	0.033
GREENPEACE RUSSIA	1	0.033
GRENADA AIRPORTS AUTHOR	1	0.033
GRGS	1	0.033
GRID ARENDAL	1	0.033
GRP EARTH OBSERVAT GEO	1	0.033
GUAM DEPT AGR	1	0.033
GUANGDONG PROV CTR FOREST RESOURCES MONITORING	1	0.033
GULF MEXICO OCS REG	1	0.033
H2O GEOMAT INC	1	0.033
H2O GEOMATICS INC	1	0.033
HACETTEPE UNIVERSITY	1	0.033
HAIHE BASIN SOIL WATER CONSERVAT MONITOR CTR	1	0.033
HALCROW GROUP LIMITED	1	0.033
HARP TECHNOL OY	1	0.033
HAUTE ECOLE INGN GEST CANTON VAUD	1	0.033
HAWAII PACIFIC UNIV	1	0.033
HELLENIC CENTRE FOR MARINE RESEARCH	1	0.033
HENAN POLYTECHNIC UNIVERSITY	1	0.033
HERRING BAY GEOPHYS	1	0.033
HESAM UNIVERSITE	1	0.033
HEXAGON US FED	1	0.033
HONEYWELL	1	0.033
HUBEI KEY LAB ENVIRONM DISASTER MONITORING EV	1	0.033
HYDROG DEPT JAPAN	1	0.033
HYDROL BUR TIBET AUTONOMOUS REG	1	0.033
HYDROL INST	1	0.033
IAP CAS	1	0.033
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI	1	0.033
IEO	1	0.033
IES AS	1	0.033
IFAECI	1	0.033
IGAD CLIMATE PREDICT APPLICAT CTR	1	0.033
IGE	1	0.033
IGN DRE	1	0.033
IGP	1	0.033
IIT CO	1	0.033
ILLINOIS STATE UNIVERSITY	1	0.033
IM SYST GRP	1	0.033
IMO	1	0.033
IMSG NOAA NWS NCEP EMC	1	0.033
IMST GMBH	1	0.033
IMT ATLANTIQUE	1	0.033
IMT INSTITUT MINES TELECOM	1	0.033
INDIA METEOROLOGICAL DEPARTMENT IMD	1	0.033
INDIAN INSTITUTE OF REMOTE SENSING IIRS	1	0.033
INDIAN INSTITUTE OF TECHNOLOGY INDIAN SCHOOL OF MINES DHANBAD	1	0.033
INDIAN INSTITUTE OF TROPICAL METEOROLOGY IITM	1	0.033
INDIANA STATE UNIVERSITY	1	0.033
INDIANA UNIVERSITY PURDUE UNIVERSITY INDIANAPOLIS	1	0.033
INDIANA UNIVERSITY SYSTEM	1	0.033
INDONESIAN INSTITUTE OF SCIENCES	1	0.033
INOGS	1	0.033
INPE CTR CIENCIA SISTEMA TERR	1	0.033
INRIA	1	0.033
INST ASTRON PHYS GEODESY	1	0.033
INST CANARIO CIENCIAS MARINAS	1	0.033
INST CIENCIES LESPAIS	1	0.033
INST FRANCAIS RECH SCI DEV COOPERAT	1	0.033
INST FRANCO ARGENTINO EL ESTUDIO CLIMA IMPACTOS	1	0.033
INST FRANCOARGENTINO ESTUDIOS CLIMA SUS IMPACTO	1	0.033
INST GEOFISICO PERU	1	0.033
INST GEOG NATL	1	0.033
INST GEOGRAPH NATL CNES	1	0.033
INST GEOGRF MILITAR	1	0.033
INST HIDROLOGIA METEOROLOGIA ESTUDIOS AMBIENT C	1	0.033
INST INVEST PESQUERA 8 REG	1	0.033
INST INVEST PESQUERA INPESCA	1	0.033
INST MARINE ANTARCT STUDIES	1	0.033
INST MARINE HYDROPHYS	1	0.033
INST MARINE SCI	1	0.033
INST MATH TOULOUSE	1	0.033
INST MET	1	0.033
INST METEOROL CUBA	1	0.033
INST NACL METEOROLOGIA HIDROLOGIA VENEZUELA	1	0.033
INST NAVAL OCEANOG	1	0.033
INST NUCL ENERGY IND	1	0.033
INST OCEAN SCI TECHNOL	1	0.033
INST RECH HALIEUT OCEANOL BENIN	1	0.033
INST RECH SCI EXACTES NAT	1	0.033
INST URUGUAYO METEOROLOGIA	1	0.033
INST WATER MODELLING	1	0.033
INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE INRS	1	0.033
INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE INSERM	1	0.033
INSTITUT UNIVERSITAIRE DE FRANCE	1	0.033
INSTITUTE FOR ADVANCED STUDY USA	1	0.033
INSTITUTE OF ASTRONOMY OF THE RUSSIAN ACADEMY OF SCIENCES	1	0.033
INSTITUTE OF DEEP SEA SCIENCE ENGINEERING CAS	1	0.033
INSTITUTE OF GEOGRAPHY RUSSIAN ACADEMY OF SCIENCES	1	0.033
INSTITUTE OF OCEANOLOGY OF THE POLISH ACADEMY OF SCIENCES	1	0.033
INSTITUTE OF SPACE ASTRONAUTICAL SCIENCE ISAS	1	0.033
INSTITUTE OF WATER PROBLEMS OF THE RUSSIAN ACADEMY OF SCIENCES	1	0.033
INSTITUTE TECHNOLOGY OF BANDUNG	1	0.033
INSTITUTO ANTARTICO ARGENTINO	1	0.033
INSTITUTO DE ASTRONOMIA Y FISICA DEL ESPACIO IAFE	1	0.033
INSTITUTO POLITECNICO NACIONAL MEXICO	1	0.033
INSTITUTO SUPERIOR TECNICO	1	0.033
INT CTR INTEGRATED MT DEV ICIMOD	1	0.033
INT CTR WATER RESOURCES GLOBAL CHANGE	1	0.033
INT GROUNDWATER RESOURCES ASSESSMENT CTR	1	0.033
INT HYDROG BUR	1	0.033
INT PACIFIC RES CTR	1	0.033
INT SPACE SCI INST	1	0.033
INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS IIASA	1	0.033
INTERNATIONAL WATER MANAGEMENT INSTITUTE IWMI	1	0.033
IOOS CARIBBEAN COASTAL OCEAN OBSERVING SYST	1	0.033
IPRC	1	0.033
IRD LEGOS	1	0.033
IRIDIUM SATELLITE LLC	1	0.033
IRMAR	1	0.033
ISARDSAT SL	1	0.033
ISLAMIC REPUBL IRAN METEOROL ORG	1	0.033
ISLAMIC REPUBL IRANIAN METEOROL ORGAN	1	0.033
ISTITUTO NAZIONALE ASTROFISICA INAF	1	0.033
ISTITUTO NAZIONALE DI FISICA NUCLEARE INFN	1	0.033
IWPH	1	0.033
IZMIR INSTITUTE OF TECHNOLOGY	1	0.033
JACOBS UNIVERSITY	1	0.033
JAPAN COAST GUARD	1	0.033
JCGCS	1	0.033
JEJU NATIONAL UNIVERSITY	1	0.033
JEPPESEN	1	0.033
JHU APL	1	0.033
JIANGSU CTR COLLABORAT INNOVAT GEOG INFORMAT RESO	1	0.033
JIANGSU ENGN TECHNOL RES CTR MARINE ENVIRONM DETE	1	0.033
JILIN UNIVERSITY	1	0.033
JMA MRI	1	0.033
JOINT CTR REMOTE SENSING UNIV DELAWARE XIAMEN U	1	0.033
JOINT FORCES MIL UNIV	1	0.033
JOINT INST STUDY ATMOSPHERE OCEAN	1	0.033
JOLEXY ENVIROM SERV LTD	1	0.033
JOMO KENYATTA UNIVERSITY OF AGRICULTURE TECHNOLOGY	1	0.033
KELDYSH INSTITUTE OF APPLIED MATHEMATICS	1	0.033
KEY LAB DONGTING LAKE AQUAT ECOENVIRONM CONTROL	1	0.033
KEY LAB WATER SEDIMENT SCI WATER DISASTER PREVE	1	0.033
KHALED BIN SULTAN LIVING OCEANS FDN	1	0.033
KING ABDULAZIZ CITY FOR SCIENCE TECHNOLOGY	1	0.033
KING S COLLEGE LONDON	1	0.033
KITAMI INSTITUTE OF TECHNOLOGY	1	0.033
KOCAELI UNIVERSITY	1	0.033
KONGJU NATIONAL UNIVERSITY	1	0.033
KONGSBERG MARITIME AS	1	0.033
KOREA INST HUMAN SETTLEMENTS	1	0.033
KOREA INST OCEAN SCI TECHNOL	1	0.033
KOREA MARITIME OCEAN UNIVERSITY	1	0.033
KOREA METEOROLOGICAL ADMINISTRATION KMA	1	0.033
KOREA MIL ACAD	1	0.033
KOREA UNIVERSITY	1	0.033
KORT MATRIKELSTYRELSEN NATL SURVEY CADASTRE	1	0.033
KU LEUVEN	1	0.033
KYONGNAM NATL UNIV	1	0.033
KYUNGNAM NATL UNIV	1	0.033
LA TROBE UNIVERSITY	1	0.033
LAB ETUD GEOPHYS OCEANOG SPATIALES LEGOS	1	0.033
LAB GLACIOL GEOPHYS ENVIRONM	1	0.033
LAB SPACE GEODESY REMOTE SENSING RES	1	0.033
LAKE BASIN ACT NETWORK	1	0.033
LANCASTER UNIVERSITY	1	0.033
LARSON MCGOWIN INC	1	0.033
LATMOS CNRS UVSQ SORBONNE UNIV	1	0.033
LAWRENCE BERKELEY NATIONAL LABORATORY	1	0.033
LCSE	1	0.033
LEBANESE AMERICAN UNIVERSITY	1	0.033
LEGOS OMP LAB	1	0.033
LEIBNIZ INSTITUT FUR GEWASSEROKOLOGIE UND BINNENFISCHEREI IGB	1	0.033
LEIDOS INC	1	0.033
LGL ECOL RES ASSOCIATES INC	1	0.033
LIG NEX1 CO LTD	1	0.033
LLC	1	0.033
LMI OCE IRD UNB	1	0.033
LMT ATLANTIQUE	1	0.033
LOUIS BERGER GRP INC	1	0.033
LOYOLA MARYMOUNT UNIVERSITY	1	0.033
LUDONG UNIVERSITY	1	0.033
MACQUARIE UNIVERSITY	1	0.033
MAKERERE UNIVERSITY	1	0.033
MARINE ENVIRONM RES	1	0.033
MARINE FRESHWATER RES INST	1	0.033
MARINE HYDROPHYS INST	1	0.033
MARQUETTE UNIVERSITY	1	0.033
MASSACHUSETTS SYSTEM OF PUBLIC HIGHER EDUCATION	1	0.033
MASTERCLOCK INC	1	0.033
MATHWORKS	1	0.033
MAX PLANCK INST SOLAR SYST RES	1	0.033
MCGILL UNIVERSITY	1	0.033
ME DELFT	1	0.033
MEISEI ELECT CO LTD	1	0.033
MEKONG RIVER COMMISS SECRETARIAT	1	0.033
MERCATOR OCEAN IFREMER	1	0.033
MET OFF NATL CLIMATE INFORMAT CTR	1	0.033
MET OFFICE HADLEY CTR	1	0.033
METENVIRONM CLIMATE CHANGE CANADA	1	0.033
METEOGALICIA	1	0.033
METEOROL OFF	1	0.033
METEOROL SERV	1	0.033
METEOSWISS	1	0.033
METOCEAN RES LTD	1	0.033
METOCEAN SOLUT	1	0.033
MIAMI UNIV	1	0.033
MICHIGAN STATE UNIVERSITY	1	0.033
MICHIGAN TECHNOLOGICAL UNIVERSITY	1	0.033
MIDDLE EAST TECHNICAL UNIVERSITY	1	0.033
MILITARY UNIVERSITY OF TECHNOLOGY IN WARSAW	1	0.033
MILLENNIUM INST OCEANOG	1	0.033
MILLENNIUM NUCLEUS ECOL SUSTAINABLE MANAGEMENT	1	0.033
MILLERSVILLE UNIVERSITY OF PENNSYLVANIA	1	0.033
MINES PARISTECH	1	0.033
MINIST EDUC	1	0.033
MINIST ENVIRONM ENERGY	1	0.033
MINIST INTERIOR	1	0.033
MINIST NAT RESOURCES ENVIRONM	1	0.033
MINIST NAT RESOURCES ENVIRONM MONRE	1	0.033
MINISTRY OF FORESTRY WATER AFFAIRS TURKEY	1	0.033
MINISTRY OF MARINE AFFAIRS AND FISHERIES	1	0.033
MINISTRY OF NATURE ENVIRONMENT TOURISM MONGOLIA	1	0.033
MINISTRY OF WATER RESOURCES	1	0.033
MIRECO MIN CO	1	0.033
MISSION RES INC	1	0.033
MIT EAPS	1	0.033
MITRE CORPORATION	1	0.033
MITRETEK SYST	1	0.033
MNR	1	0.033
MONASH UNIVERSITY	1	0.033
MONTANA TECHNOLOGICAL UNIVERSITY	1	0.033
MONTPELLIER SUPAGRO	1	0.033
MRI JMA	1	0.033
MSAAP	1	0.033
MSU SCI TECHNOL CTR	1	0.033
N0AA OAR ATLANTIC OCEANOG METEOROL LAB	1	0.033
NANJING FORESTRY UNIVERSITY	1	0.033
NANSEN INT ENVIRONM REMOTE SENSING CTR	1	0.033
NANSEN TUTU CTR MARINE ENVIRONM RES	1	0.033
NANTES UNIVERSITE	1	0.033
NANYANG TECHNOLOGICAL UNIVERSITY	1	0.033
NANYANG TECHNOLOGICAL UNIVERSITY NATIONAL INSTITUTE OF EDUCATION NIE SINGAPORE	1	0.033
NAT AQUAT RESOURCES RES DEV AGCY	1	0.033
NAT PUBLISHING GRP	1	0.033
NATIONAL CHUNG HSING UNIVERSITY	1	0.033
NATIONAL HYDROLOGY RESEARCH CENTRE	1	0.033
NATIONAL INSTITUTE FOR AEROSPACE	1	0.033
NATIONAL INSTITUTE FOR ENVIRONMENTAL STUDIES JAPAN	1	0.033
NATIONAL TAIPEI UNIVERSITY	1	0.033
NATIONAL UNIVERSITY OF LA PLATA	1	0.033
NATIONAL UNIVERSITY OF MAR DEL PLATA	1	0.033
NATIONAL UNIVERSITY OF ROSARIO	1	0.033
NATL AGR LA MOLINA UNIV	1	0.033
NATL CTR AIRBORNE LASER MAPPING	1	0.033
NATL CTR MARINE SCI CNRSL	1	0.033
NATL CTR SCI RES	1	0.033
NATL CTR WATER RESOURCES PLANNING INVEST	1	0.033
NATL DROUGHT MITIGAT CTR	1	0.033
NATL ECOL OBSERV NETWORK INC	1	0.033
NATL GEOPHYS CTR	1	0.033
NATL HYDRAUL RES INST MALAYSIA	1	0.033
NATL ICE CTR	1	0.033
NATL INST OCEANOG EXPT GEOPHYS	1	0.033
NATL LAB MARINE SCI TECHNOL5	1	0.033
NATL MARINE ENVIRONM FORECASTING CTR	1	0.033
NATL METEOROL SERV MEXICO	1	0.033
NATL MUSEUM MARINE SCI TECHNOL	1	0.033
NATL RES COUNCIL CNR IBF	1	0.033
NATL SPACE DEV AGCY JAPAN	1	0.033
NATL SPACE INST	1	0.033
NATL SURVEY CADASTRE DENMARK	1	0.033
NATURAL HISTORY MUSEUM LONDON	1	0.033
NAVAL INFORMATION WARFARE CENTER PACIFIC	1	0.033
NAVAL INST HYDROG SURVEYING CHARTING	1	0.033
NAVOCEANO	1	0.033
NELSON MANDELA AFRICAN INSTITUTION OF SCIENCE TECHNOLOGY	1	0.033
NERC NATIONAL CENTRE FOR ATMOSPHERIC SCIENCE	1	0.033
NERSC BCCR	1	0.033
NEW JERSEY INSTITUTE OF TECHNOLOGY	1	0.033
NEW YORK UNIV	1	0.033
NEW YORK UNIVERSITY TANDON SCHOOL OF ENGINEERING	1	0.033
NICHOLS COLL	1	0.033
NIELS BOHR INSTITUTE	1	0.033
NIGERIAN METEOROL AGCY	1	0.033
NIGERIAN METEOROL AGENCY	1	0.033
NNAMDI AZIKIWE UNIV	1	0.033
NOAA CENT PACIFIC OCEANWATCH	1	0.033
NOAA COAST WATCH CENT OPERAT	1	0.033
NOAA COAST WATCH OCEAN WATCH POLAR WATCH PROGRAM	1	0.033
NOAA CTR WEATHER CLIMATE	1	0.033
NOAA GLOBAL MONITORING LAB	1	0.033
NOAA GULF MEXICO CARIBBEAN ATLANTIC OCEANWATCH	1	0.033
NOAA LSA GST INC	1	0.033
NOAA NESDIS NATL CTR ENVIRONM INFORMAT	1	0.033
NOAA NESDIS NATL CTR ENVIRONM INFORMAT NCEI UMD E	1	0.033
NOAA NESDIS STAR UNIV WISCONSIN	1	0.033
NOAA NWS CENT PACIF HURRICANE CTR	1	0.033
NOAA NWS CLIMATE PREDICT CTR	1	0.033
NOAA NWS OHIO RIVER FORECAST CTR	1	0.033
NOAA NWS STI	1	0.033
NOAA OAR EARTH SYST RES LAB	1	0.033
NOAA OAR PACIFIC MARINE ENVIRONM LAB	1	0.033
NOKIA BELL LABS	1	0.033
NOKIA CORPORATION	1	0.033
NORTH CAROLINA A T STATE UNIVERSITY	1	0.033
NORTHERN ILLINOIS UNIVERSITY	1	0.033
NORTHROP GRUMMAN ELECT SYST	1	0.033
NORTHROP GRUMMAN INNOVAT SYST	1	0.033
NORTHROP GRUMMAN LASER SYST	1	0.033
NORUT	1	0.033
NORUT INFORMAT TECHNOL LTD	1	0.033
NORUT IT	1	0.033
NORWEGIAN INSTITUTE FOR AIR RESEARCH	1	0.033
NORWEGIAN RADIAT PROTECT AUTHOR	1	0.033
NORWEGIAN WATER RESOURCES ENERGY DIRECTORATE	1	0.033
NPOESS	1	0.033
NSF DIRECTORATE FOR GEOSCIENCES GEO	1	0.033
NSF OFFICE OF POLAR PROGRAMS OPP	1	0.033
NSOAS	1	0.033
NWA	1	0.033
OA SYS OCEAN ATMOSPHERE SYST GMBH	1	0.033
OBSERV ROYAL BELGIQUE	1	0.033
OBUKHOV INSTITUTE OF ATMOSPHERIC PHYSICS OF RUSSIAN ACADEMY OF SCIENCES	1	0.033
OCEAN ACOUST SERV INSTRUMENTAL SYST	1	0.033
OCEAN INST	1	0.033
OCEAN PROC ANAL LAB	1	0.033
OCEANS COASTAL RES	1	0.033
OCEANSCOPE	1	0.033
OCEANTECH CONSULTING	1	0.033
OCEANUM LTD	1	0.033
OFF NAVAL RES	1	0.033
OFF NAVAL RES GLOBAL	1	0.033
OFFICE OF ENVIRONMENT HERITAGE NEW SOUTH WALES	1	0.033
OHB SE	1	0.033
OLD DOMINION SYST INC	1	0.033
ORBITAL MICRO SYST	1	0.033
OREGON INST TECHNOL	1	0.033
OSAKA UNIVERSITY	1	0.033
OSU SES	1	0.033
PACIFIC ISL FISHERIES SCI CTR	1	0.033
PARC TECHNOL UNIV	1	0.033
PAROSCIENTIFIC INC	1	0.033
PARTHENOPE UNIVERSITY NAPLES	1	0.033
PENNSYLVANIA STATE SYSTEM OF HIGHER EDUCATION PASSHE	1	0.033
PERKINELMER OPTOELECT	1	0.033
PETROBRAS CENPES	1	0.033
PHILIPPS UNIVERSITY MARBURG	1	0.033
POLAR MARINE GEOL RES EXPEDIT	1	0.033
POLAR MARINE GEOL SURVEY EXPEDIT	1	0.033
POLAR SCI LTD	1	0.033
POLITECNICO DI BARI	1	0.033
PONTIFICAL UNIV CATOLICA VALPARAISO	1	0.033
PORT NAGOYA PUBL AQUARIUM	1	0.033
PORTAGE NORTHERN HIGH SCH	1	0.033
PRAXIS INC	1	0.033
PRICTMA	1	0.033
PRINCE OF SONGKLA UNIVERSITY	1	0.033
PROSENSING	1	0.033
PROSENSING INC	1	0.033
PROXEMY RES	1	0.033
PT NEWMONT NUSA TENGGARA	1	0.033
PUERTO DEL ESTADOS	1	0.033
PUERTOS ESTADO	1	0.033
PUSHKOV INSTITUTE OF TERRESTRIAL MAGNETISM IONOSPHERE RADIO WAVE PROPAGATION	1	0.033
QILU UNIVERSITY OF TECHNOLOGY	1	0.033
QINGDAO COLOBRAT INNOVAT CTR MARINE SCI TECHNOL	1	0.033
QINGDAO PILOT NATL LAB MARINE SCI TECHNOL	1	0.033
RAS	1	0.033
RAYTHEON INFORMAT SOLUT	1	0.033
RAYTHEON INFORMAT TECHNOL SCI SERV	1	0.033
REAH SYST SA	1	0.033
REFMAR SHOM	1	0.033
REMOTE SENSING TECHNOL CTR JAPAN	1	0.033
REMOTE SENSING TECHNOL CTR JAPAN RESTEC	1	0.033
RENSSELAER POLYTECHNIC INSTITUTE	1	0.033
RES INST GEOHYDROL PROTECT	1	0.033
RESEARCH INSTITUTE OF FOREST RESOURCES INFORMATION TECHNIQUE CAF	1	0.033
RHEA ESA	1	0.033
RIDER UNIVERSITY	1	0.033
RIVA SOLUT INC	1	0.033
ROSENSTIEL SCH MARINE ATMOSPHER SCI	1	0.033
ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY RMIT	1	0.033
ROYAL METEOROL SOC	1	0.033
ROYAL OBSERV BELGIUM	1	0.033
RS INFORMAT SYST	1	0.033
RUAG SPACE GMBH	1	0.033
RUDJER BOSKOVIC INSTITUTE	1	0.033
RUSSIAN ACADEMY OF SCIENCE LEBEDEV PHYSICAL INSTITUTE	1	0.033
RUSSIAN INST HYDROMETEOROL INFORMAT	1	0.033
RUSSIAN STATE HYDROMETEOROL UNIV	1	0.033
RUTGERS STATE UNIVERSITY MEDICAL CENTER	1	0.033
RWTH AACHEN UNIVERSITY	1	0.033
RYKELL SCI EDITORIAL LLC	1	0.033
S AUSTRALIAN RES DEV INST	1	0.033
SAGA INC	1	0.033
SAN JOSE STATE UNIVERSITY	1	0.033
SANAA UNIV	1	0.033
SAT OCEAN FRANCE	1	0.033
SATELLITE OCEANOG CONSULTANTS SATOC	1	0.033
SATOC	1	0.033
SCALIAN ALYOTECH	1	0.033
SCH ENGN	1	0.033
SCH MARINE ATMOSPHER SCI	1	0.033
SCI SYST APPL INC	1	0.033
SCI SYST APPLICAT INC	1	0.033
SCOTTISH MARINE INST	1	0.033
SCRIPPS INST OCEANOG	1	0.033
SEA FISHERIES RES INST	1	0.033
SEA TURTLE ASSOC JAPAN	1	0.033
SEA TURTLE CONSERVANCY	1	0.033
SENCKENBERG LEBNIZ BIODIVERS CLIMATE RES CTR SB	1	0.033
SEO BIRDLIFE	1	0.033
SERV HIDROG NAVAL	1	0.033
SERV HIDROGRAF OCEANOGRAF ARMADA CHILE	1	0.033
SERV METEOROL NACL	1	0.033
SERVICIO NACIONAL DE METEOROLOGIA HIDROLOGIA DEL PERU SENAMHI	1	0.033
SERVICIO NACL METEOROLOGIA HIDROLOGIA BOLIVIA	1	0.033
SERVIR MEKONG	1	0.033
SHANDONG PROV KEY LAB MARINE ECOL ENVIRONM DISA	1	0.033
SHANDONG UNIVERSITY OF SCIENCE TECHNOLOGY	1	0.033
SHANGHAI KEY LAB SPACE NAV POSITIONING TECH	1	0.033
SHENZHEN AEROIMGINFO TECHNOL CO LTD	1	0.033
SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY CAS	1	0.033
SHI	1	0.033
SHOM	1	0.033
SIGMA RES ENGN CORP	1	0.033
SIGMA XI	1	0.033
SINGAPORE MIT ALLIANCE FOR RESEARCH TECHNOLOGY CENTRE SMART	1	0.033
SIO UCSD	1	0.033
SKYMAT LTD	1	0.033
SOFAR OCEAN TECHNOL	1	0.033
SOLO EARTH OBSERVAT SOLOEO	1	0.033
SOMMER MESSTECH	1	0.033
SOUTHERN CALIFORNIA COASTAL WATER RESEARCH PROJECT	1	0.033
SOUTHERN MARINE SCI ENGN GUANGDONG LAB GUANGZHO	1	0.033
SOUTHERN METHODIST UNIVERSITY	1	0.033
SOUTHWEST UNIVERSITY CHINA	1	0.033
SP SYST INC	1	0.033
SPACE GEOMAT PC	1	0.033
SPACE POWER ELECT INC	1	0.033
SPACE RESEARCH CENTRE OF THE POLISH ACADEMY OF SCIENCES	1	0.033
SPACE RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES	1	0.033
SPATIAL INFORMAT GRP	1	0.033
SPATIAL INFORMAT GRP LLC	1	0.033
SPC	1	0.033
SPECTRA SYST CORP	1	0.033
SPIRE GLOBAL INC	1	0.033
SPRINT PCS	1	0.033
SRI INTERNATIONAL	1	0.033
SRON NETHERLANDS INST SPACE RES	1	0.033
SSSRC	1	0.033
STATE HYDROL INST	1	0.033
STATE OCEANOG INST	1	0.033
STATE SURVEYING AGCY LOWER SAXONY LGLN	1	0.033
STELLENBOSCH UNIVERSITY	1	0.033
STERLING SOFTWARE INC	1	0.033
STOCKHOLM UNIV	1	0.033
STUTTGART UNIV APPL SCI	1	0.033
SW RES INST	1	0.033
SWEDISH METEOROLOGICAL HYDROLOGICAL INSTITUTE	1	0.033
SWISS FEDERAL INSTITUTE FOR FOREST SNOW LANDSCAPE RESEARCH	1	0.033
SYDNEY INST MARINE SCI	1	0.033
TALAGENT	1	0.033
TANAPA	1	0.033
TANZANIA FISHERIES RES INST TAFIRI	1	0.033
TANZANIA NATL PK	1	0.033
TASC INC	1	0.033
TBK	1	0.033
TCARTA MARINE LLC	1	0.033
TEC NACL MEXICO	1	0.033
TECHNICAL UNIVERSITY OF OSTRAVA	1	0.033
TELESPAZIO VEGA UK EUROPEAN SPACE AGCY CLIMATE OF	1	0.033
TERRATEC AS	1	0.033
TEXAS A M AGRILIFE RESEARCH	1	0.033
TEXAS STATE UNIVERSITY SAN MARCOS	1	0.033
TEXAS STATE UNIVERSITY SYSTEM	1	0.033
THE CHARLES STARK DRAPER LABORATORY INC	1	0.033
TIANJIN UNIVERSITY	1	0.033
TOHOKU UNIVERSITY	1	0.033
TOKAI UNIVERSITY	1	0.033
TOKYO INSTITUTE OF TECHNOLOGY	1	0.033
TOLKA ANALYT	1	0.033
TOMSK POLYTECHNIC UNIVERSITY	1	0.033
TOPOG INST ARMY CZECH PEPUBL VTOPU	1	0.033
TOWNSEND AEROSP CONSULTING LLC	1	0.033
TRINIDAD TOBAGO METEOROL SERV	1	0.033
TRINITY UNIV	1	0.033
TROP PREDICT CTR	1	0.033
TROP RES INST	1	0.033
TRYO GRP	1	0.033
TYUMEN INDUSTRIAL UNIVERSITY	1	0.033
TYUMEN SCIENTIFIC CENTER OF THE RUSSIAN ACADEMY OF SCIENCES	1	0.033
UBO	1	0.033
UCAR COSMIC	1	0.033
UEA CESTU	1	0.033
UFR SCI	1	0.033
UFRJ CPRM	1	0.033
ULSAN NATIONAL INSTITUTE OF SCIENCE TECHNOLOGY UNIST	1	0.033
UNAVCO	1	0.033
UNESCO	1	0.033
UNI MARYLAND	1	0.033
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY	1	0.033
UNITED STATES NAVAL ACADEMY	1	0.033
UNIV ABOMEY CALAVI	1	0.033
UNIV ANTILLES	1	0.033
UNIV AUTONOMA BAJA CALIF	1	0.033
UNIV BREST	1	0.033
UNIV BRETAGNE OCCIDENTAL	1	0.033
UNIV CALIF BODEGA	1	0.033
UNIV CALIF SAN DIEGO	1	0.033
UNIV CORP POLAR RES	1	0.033
UNIV ENVIRONM LIFE SCI	1	0.033
UNIV ESTADUAL AMAZONAS	1	0.033
UNIV MARIEN NGOUABI	1	0.033
UNIV NACL SAN JUAN	1	0.033
UNIV NAVSTAR CONSORTIUM	1	0.033
UNIV NORTH GEORGIA	1	0.033
UNIV POLITECN CATALUNYA UPC IONSAT	1	0.033
UNIV TEXAS PERMIAN BASIN	1	0.033
UNIV TOULOUSE	1	0.033
UNIV ZULIA	1	0.033
UNIVERSIDAD CATOLICA DEL NORTE	1	0.033
UNIVERSIDAD COSTA RICA	1	0.033
UNIVERSIDAD DE LA SERENA	1	0.033
UNIVERSIDAD DE MALAGA	1	0.033
UNIVERSIDAD EAFIT	1	0.033
UNIVERSIDAD NACIONAL DE COLOMBIA	1	0.033
UNIVERSIDAD NACIONAL DEL COMAHUE	1	0.033
UNIVERSIDADE DA BEIRA INTERIOR	1	0.033
UNIVERSIDADE DE AVEIRO	1	0.033
UNIVERSIDADE DE BRASILIA	1	0.033
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	1	0.033
UNIVERSIDADE DO VALE DO PARAIBA	1	0.033
UNIVERSIDADE DOS ACORES	1	0.033
UNIVERSIDADE FEDERAL DE AMAZONAS	1	0.033
UNIVERSIDADE FEDERAL DE GOIAS	1	0.033
UNIVERSIDADE FEDERAL DE PERNAMBUCO	1	0.033
UNIVERSIDADE FEDERAL DE VICOSA	1	0.033
UNIVERSIDADE FEDERAL DO PARA	1	0.033
