Authors	Record Count	% of 94,965
Sherwen T	2	0.002
Sherwood S	2	0.002
Shettle EP	2	0.002
Shetty A	2	0.002
Sheu DD	2	0.002
Sheu WJ	2	0.002
Shevchenko G	2	0.002
Shevchenko VP	2	0.002
Shevenell A	2	0.002
Shevliakova E	2	0.002
Shevyrnogov A	2	0.002
Shi DP	2	0.002
Shi DQ	2	0.002
Shi F	2	0.002
Shi FZ	2	0.002
Shi GH	2	0.002
Shi GR	2	0.002
Shi GT	2	0.002
Shi JG	2	0.002
Shi LH	2	0.002
Shi M	2	0.002
Shi N	2	0.002
Shi PC	2	0.002
Shi PH	2	0.002
Shi PX	2	0.002
Shi RJ	2	0.002
Shi SW	2	0.002
Shi T	2	0.002
Shi WA	2	0.002
Shi XN	2	0.002
Shi XZ	2	0.002
Shi YH	2	0.002
Shi ZL	2	0.002
Shiao JC	2	0.002
Shiau LJ	2	0.002
Shibasaki R	2	0.002
Shibata K	2	0.002
Shibata R	2	0.002
Shibata S	2	0.002
Shibuta Y	2	0.002
Shibutani T	2	0.002
Shieh CL	2	0.002
Shields CA	2	0.002
Shields GA	2	0.002
Shields M	2	0.002
Shigemitsu M	2	0.002
Shih DS	2	0.002
Shih MH	2	0.002
Shih SY	2	0.002
Shillinger G	2	0.002
Shilova IN	2	0.002
Shim S	2	0.002
Shima S	2	0.002
Shimada S	2	0.002
Shimaki Y	2	0.002
Shimanchuk E	2	0.002
Shimeld JW	2	0.002
Shimizu A	2	0.002
Shimmield TM	2	0.002
Shin HJ	2	0.002
Shin SY	2	0.002
Shinozuka Y	2	0.002
Shiobara M	2	0.002
Shiomoto A	2	0.002
Shipton C	2	0.002
Shiraishi H	2	0.002
Shiraishi T	2	0.002
Shirasago-german B	2	0.002
Shiri J	2	0.002
Shirley M	2	0.002
Shiroma GHX	2	0.002
Shiroza A	2	0.002
Shirsat T	2	0.002
Shivgotra V	2	0.002
Shizugami M	2	0.002
Shkuratov Y	2	0.002
Shkuratov YG	2	0.002
Shmakin AB	2	0.002
Shoaib M	2	0.002
Shoji H	2	0.002
Shoko C	2	0.002
Sholes SF	2	0.002
Shome PP	2	0.002
Shomina OV	2	0.002
Shoosmith D	2	0.002
Shooter R	2	0.002
Shore J	2	0.002
Short A	2	0.002
Short JW	2	0.002
Short N	2	0.002
Shortis M	2	0.002
Shortridge AM	2	0.002
Shoshany M	2	0.002
Shotwell SK	2	0.002
Shoushtari AV	2	0.002
Showers WJ	2	0.002
Shprits YY	2	0.002
Shravat A	2	0.002
Shreedevi PR	2	0.002
Shreeve RS	2	0.002
Shrestha MS	2	0.002
Shrestha SM	2	0.002
Shrivastava JP	2	0.002
Shropshire TA	2	0.002
Shu C	2	0.002
Shu FC	2	0.002
Shu FF	2	0.002
Shuai FM	2	0.002
Shuai YP	2	0.002
Shukla J	2	0.002
Shukla JB	2	0.002
Shukuno H	2	0.002
Shuler A	2	0.002
Shulga NA	2	0.002
Shulzitski K	2	0.002
Shumilo L	2	0.002
Shumilovskikh L	2	0.002
Shustikova I	2	0.002
Shutler J	2	0.002
Shutov SA	2	0.002
Shvetsov V	2	0.002
Shyu CT	2	0.002
Si GC	2	0.002
Si WW	2	0.002
Siahsarani A	2	0.002
Siame LL	2	0.002
Sian KTCLK	2	0.002
Sianipar A	2	0.002
Sianipar D	2	0.002
Sibois A	2	0.002
Sicart JE	2	0.002
Sichel SE	2	0.002
Siddans R	2	0.002
Siddig NA	2	0.002
Siddique G	2	0.002
Siddique-e-akbor AH	2	0.002
Siddiqui N	2	0.002
Sidibe M	2	0.002
Sidik F	2	0.002
Siebel W	2	0.002
Sieck K	2	0.002
Siegel D	2	0.002
Siegfried L	2	0.002
Siegfried M	2	0.002
Sienz F	2	0.002
Sievers J	2	0.002
Sifnioti D	2	0.002
Sifnioti DE	2	0.002
Siggaard-andersen ML	2	0.002
Siggins A	2	0.002
Sigler MF	2	0.002
Sihi D	2	0.002
Siingh D	2	0.002
Siiria SM	2	0.002
Sijp W	2	0.002
Silas MO	2	0.002
Silberstein RP	2	0.002
Sildever S	2	0.002
Silenzi S	2	0.002
Siles GL	2	0.002
Silhan K	2	0.002
Silke J	2	0.002
Silkin V	2	0.002
Sillard P	2	0.002
Sillero N	2	0.002
Sillitoe RH	2	0.002
Sillmann J	2	0.002
Silman MR	2	0.002
Silow E	2	0.002
Silpa K	2	0.002
Silpa S	2	0.002
Silva AN	2	0.002
Silva CHL	2	0.002
Silva CNS	2	0.002
Silva CP	2	0.002
Silva CVD	2	0.002
Silva E	2	0.002
Silva EA	2	0.002
Silva I	2	0.002
Silva JS	2	0.002
Silva MC	2	0.002
Silva MT	2	0.002
Silva PL	2	0.002
Silva RP	2	0.002
Silva SSA	2	0.002
Silva-casarin R	2	0.002
Silva-tamayo JC	2	0.002
Silveira M	2	0.002
Silveira TM	2	0.002
Silver A	2	0.002
Silver AM	2	0.002
Silver D	2	0.002
Silver J	2	0.002
Silver MW	2	0.002
Silvera N	2	0.002
Silverberg E	2	0.002
Silwal G	2	0.002
Sim ES	2	0.002
Sima S	2	0.002
Simancas JF	2	0.002
Simanu L	2	0.002
Simav O	2	0.002
Sime-ngando T	2	0.002
Simek J	2	0.002
Simeon J	2	0.002
Simi KG	2	0.002
Simier M	2	0.002
Simioni G	2	0.002
Simioni JPD	2	0.002
Simis SGH	2	0.002
Simmonds D	2	0.002
Simmons MP	2	0.002
Simms JR	2	0.002
Simoes SJC	2	0.002
Simoes-lopes PC	2	0.002
Simon JD	2	0.002
Simon N	2	0.002
Simonetti I	2	0.002
Simoni A	2	0.002
Simonsen S	2	0.002
Simonson WD	2	0.002
Simos AN	2	0.002
Simpson A	2	0.002
Simpson CE	2	0.002
Simpson G	2	0.002
Simpson GL	2	0.002
Simpson IJ	2	0.002
Simpson IR	2	0.002
Simpson J	2	0.002
Simpson RA	2	0.002
Simpson SD	2	0.002
Sims M	2	0.002
Sims NC	2	0.002
Sincavage R	2	0.002
Sinclair A	2	0.002
Sinclair BJ	2	0.002
Sinclair G	2	0.002
Sinclair P	2	0.002
Sinclair S	2	0.002
Singer J	2	0.002
Singh AT	2	0.002
Singh BP	2	0.002
Singh L	2	0.002
Singh NP	2	0.002
Singh OP	2	0.002
Singh PK	2	0.002
Singh RB	2	0.002
Singh RKK	2	0.002
Singh SM	2	0.002
Singh U	2	0.002
Singh US	2	0.002
Singh VK	2	0.002
Singh YK	2	0.002
Sinha AK	2	0.002
Sinha DK	2	0.002
Sinha RP	2	0.002
Sink KJ	2	0.002
Sinton J	2	0.002
Sipayung R	2	0.002
Sipka V	2	0.002
Sipkin S	2	0.002
Sipler RE	2	0.002
Sippl C	2	0.002
Sippo JZ	2	0.002
Siqueira V	2	0.002
Siregar VP	2	0.002
Sirisena TAJG	2	0.002
Sirkes Z	2	0.002
Sirutis JJ	2	0.002
Sist P	2	0.002
Siswanto S	2	0.002
Sitali M	2	0.002
Sitar M	2	0.002
Sithara S	2	0.002
Sitoe A	2	0.002
Siu G	2	0.002
Sivakumar K	2	0.002
Sivakumar KU	2	0.002
Sivakumar V	2	0.002
Sivalingam S	2	0.002
Sivaraman C	2	0.002
Sivaraman MR	2	0.002
Sivkov V	2	0.002
Sivkov VV	2	0.002
Siwabessy PJW	2	0.002
Siwe AT	2	0.002
Sixsmith J	2	0.002
Sjogaard KS	2	0.002
Sjogersten S	2	0.002
Sjogren DB	2	0.002
Sjogren WL	2	0.002
Sjunneskog C	2	0.002
Skakun RS	2	0.002
Skarbek RM	2	0.002
Skardhamar J	2	0.002
Skarsoulis E	2	0.002
Skea J	2	0.002
Skeie RB	2	0.002
Skeivalas J	2	0.002
Skelton A	2	0.002
Skewes T	2	0.002
Skiba E	2	0.002
Skiftesvik AB	2	0.002
Skilbrei JR	2	0.002
Skillings DJ	2	0.002
Skillman DR	2	0.002
Skilodimou HD	2	0.002
Sklar FH	2	0.002
Sklyanskiy E	2	0.002
Skolotnev S	2	0.002
Skomal G	2	0.002
Skorokhodov AV	2	0.002
Skoug R	2	0.002
Skoug RM	2	0.002
Skov K	2	0.002
Skov MW	2	0.002
Skripal AV	2	0.002
Skubel R	2	0.002
Skurikhina E	2	0.002
Skyllingstad E	2	0.002
Sladek J	2	0.002
Slavin JA	2	0.002
Slawig T	2	0.002
Slawinska J	2	0.002
Sleigh A	2	0.002
Sleigh MA	2	0.002
Sletten MA	2	0.002
Slik JWF	2	0.002
Slip D	2	0.002
Slivinski LC	2	0.002
Sliwa R	2	0.002
Sliwinska KK	2	0.002
Sloane DR	2	0.002
Sloane HJ	2	0.002
Sloat MR	2	0.002
Slocum RK	2	0.002
Slotznick SP	2	0.002
Slowey NC	2	0.002
Sluga T	2	0.002
Sluka T	2	0.002
Small DL	2	0.002
Small E	2	0.002
Smanov Z	2	0.002
Smart CW	2	0.002
Smart DF	2	0.002
Smart M	2	0.002
Smart PL	2	0.002
Smart U	2	0.002
Smeaton C	2	0.002
Smedfors K	2	0.002
Smeesters L	2	0.002
Smet S	2	0.002
Smets P	2	0.002
Smikrud KM	2	0.002
Smirnov D	2	0.002
Smirnov SV	2	0.002
Smirnov VG	2	0.002
Smirnova JE	2	0.002
Smit IPJ	2	0.002
Smith AB	2	0.002
Smith AC	2	0.002
Smith AG	2	0.002
Smith BL	2	0.002
Smith BW	2	0.002
Smith CL	2	0.002
Smith DR	2	0.002
Smith GA	2	0.002
Smith GB	2	0.002
Smith GH	2	0.002
Smith IP	2	0.002
Smith JW	2	0.002
Smith KF	2	0.002
Smith KM	2	0.002
Smith MB	2	0.002
Smith MH	2	0.002
Smith MN	2	0.002
Smith O	2	0.002
Smith RA	2	0.002
Smith RB	2	0.002
Smith SAF	2	0.002
Smith WAP	2	0.002
Smith WD	2	0.002
Smith WK	2	0.002
Smith-johnsen S	2	0.002
Smith-konter B	2	0.002
Smither C	2	0.002
Smithson MJ	2	0.002
Smits AJM	2	0.002
Smolentseva EN	2	0.002
Smoliak BV	2	0.002
Smolin AI	2	0.002
Smolov VE	2	0.002
Smolyanitsky V	2	0.002
Smoothey AF	2	0.002
Smyth P	2	0.002
Snaiki R	2	0.002
Snay R	2	0.002
Snee JEL	2	0.002
Snider JR	2	0.002
Sniderman JMK	2	0.002
Snively J	2	0.002
Snorrason A	2	0.002
Snover ML	2	0.002
Snow JA	2	0.002
Snyder RA	2	0.002
Soares AMVM	2	0.002
Soares MO	2	0.002
Sobel ER	2	0.002
Soberon J	2	0.002
Sobiesiak M	2	0.002
Sobieski PW	2	0.002
Sobolev A	2	0.002
Sobolowski S	2	0.002
Sobr M	2	0.002
Sobral-souza T	2	0.002
Sobrinho RL	2	0.002
Socolofsky SA	2	0.002
Soderkvist J	2	0.002
Soderman U	2	0.002
Sodoudi F	2	0.002
Soebiyanto RP	2	0.002
Soedjatmiko B	2	0.002
Soeprobowati TR	2	0.002
Soerensen AL	2	0.002
Soffer R	2	0.002
Sofianos SS	2	0.002
Sogard SM	2	0.002
Soh HS	2	0.002
Sohm JA	2	0.002
Sohrabi H	2	0.002
Sohrin R	2	0.002
Soja BS	2	0.002
Sok K	2	0.002
Sokolik IN	2	0.002
Sokolovskiy M	2	0.002
Solanki HA	2	0.002
Solano M	2	0.002
Solari LA	2	0.002
Solaro C	2	0.002
Solbo S	2	0.002
Solcerova A	2	0.002
Soldati A	2	0.002
Soler A	2	0.002
Soler S	2	0.002
Soler V	2	0.002
Soler-membrives A	2	0.002
Solheim FS	2	0.002
Solic M	2	0.002
Solignac S	2	0.002
Soliman A	2	0.002
Solinas E	2	0.002
Solis-pichardo G	2	0.002
Solman SA	2	0.002
Solomon KR	2	0.002
Solov'ev VD	2	0.002
Solow A	2	0.002
Soltani K	2	0.002
Soltani SS	2	0.002
Soltesz D	2	0.002
Som ZAM	2	0.002
Somala SN	2	0.002
Somayajulu BLK	2	0.002
Somenzi L	2	0.002
Somerfield PJ	2	0.002
Somerton DA	2	0.002
Somerville RCJ	2	0.002
Somieski A	2	0.002
Sommer B	2	0.002
Sommer H	2	0.002
Sommerfeld A	2	0.002
Somoza R	2	0.002
Son SH	2	0.002
Son SK	2	0.002
Sonawane K	2	0.002
Sone T	2	0.002
Song CK	2	0.002
Song DS	2	0.002
Song DX	2	0.002
Song G	2	0.002
Song GD	2	0.002
Song GS	2	0.002
Song HQ	2	0.002
Song K	2	0.002
Song KM	2	0.002
Song KY	2	0.002
Song LL	2	0.002
Song LM	2	0.002
Song LS	2	0.002
Song LY	2	0.002
Song M	2	0.002
Song N	2	0.002
Song SQ	2	0.002
Song SR	2	0.002
Song WL	2	0.002
Song WP	2	0.002
Song XF	2	0.002
Song XG	2	0.002
Song XJ	2	0.002
Song XS	2	0.002
Song YC	2	0.002
Song YG	2	0.002
Song YM	2	0.002
Song YX	2	0.002
Song ZH	2	0.002
Song ZM	2	0.002
Song ZP	2	0.002
Song ZQ	2	0.002
Soni S	2	0.002
Sonker MK	2	0.002
Sonmez H	2	0.002
Sonnenschein R	2	0.002
Sonsri K	2	0.002
Soofi MA	2	0.002
Soong K	2	0.002
Soong YS	2	0.002
Soran MB	2	0.002
Sorensen K	2	0.002
Sorensen P	2	0.002
Sorensen TK	2	0.002
Sori MM	2	0.002
Sori T	2	0.002
Soria JLA	2	0.002
Sorichetta A	2	0.002
Sorland SL	2	0.002
Sorlien CC	2	0.002
Sorror C	2	0.002
Sorte CJB	2	0.002
Sosa-cordero E	2	0.002
Sosa-gutierrez R	2	0.002
Sosdian S	2	0.002
Sospedra J	2	0.002
Sothea K	2	0.002
Sotka EE	2	0.002
Soto A	2	0.002
Soto D	2	0.002
Soto I	2	0.002
Soto L	2	0.002
Soto LA	2	0.002
Soto-acuna S	2	0.002
Soto-cordero L	2	0.002
Soto-mendoza S	2	0.002
Sou T	2	0.002
Soudan B	2	0.002
Souffront M	2	0.002
Souissi A	2	0.002
Soukis K	2	0.002
Soule A	2	0.002
Soule DC	2	0.002
Soumaguel N	2	0.002
Soupios P	2	0.002
Sousa L	2	0.002
Sousa LL	2	0.002
Sousa PHGD	2	0.002
Sousa T	2	0.002
Sousasantos J	2	0.002
Soussana JF	2	0.002
Soustelle V	2	0.002
Southall EJ	2	0.002
Southwell CJ	2	0.002
Southwick OR	2	0.002
Southworth J	2	0.002
Souza AF	2	0.002
Souza C	2	0.002
Souza CRD	2	0.002
Souza JR	2	0.002
Souza MS	2	0.002
Souza PW	2	0.002
Sovers OJ	2	0.002
Sowa MJ	2	0.002
Soward AM	2	0.002
Sowers D	2	0.002
Spaet JLY	2	0.002
Spaete L	2	0.002
Spaete LP	2	0.002
Spalding C	2	0.002
Spalding J	2	0.002
Spalding MD	2	0.002
Spang R	2	0.002
Spangenberg DA	2	0.002
Spangenberg JE	2	0.002
Spanger-siegfried E	2	0.002
Spano D	2	0.002
Spares AD	2	0.002
Sparks AM	2	0.002
Spatola D	2	0.002
Spaulding ML	2	0.002
Spedicato MT	2	0.002
Speed CW	2	0.002
Speetjens MFM	2	0.002
Spektor VV	2	0.002
Spence GD	2	0.002
Spence J	2	0.002
Spence KAM	2	0.002
Spencer C	2	0.002
Spencer JR	2	0.002
Spencer M	2	0.002
Spencer MK	2	0.002
Spencer-jones CL	2	0.002
Sperling EA	2	0.002
Sperner B	2	0.002
Spero HJ	2	0.002
Spero R	2	0.002
Spessa A	2	0.002
Spezzaferri S	2	0.002
Spicer KR	2	0.002
Spiegal S	2	0.002
Spies TA	2	0.002
Spiess FN	2	0.002
Spikings R	2	0.002
Spiliotopoulos M	2	0.002
Spillmann T	2	0.002
Spilotro G	2	0.002
Spiridonov VA	2	0.002
Spiro BF	2	0.002
Spiteri M	2	0.002
Spitzak S	2	0.002
Spivack AJ	2	0.002
Spivak E	2	0.002
Spooner PT	2	0.002
Sprague A	2	0.002
Sprain M	2	0.002
Sprick J	2	0.002
Spriggs RA	2	0.002
Spring A	2	0.002
Springer AM	2	0.002
Springer TA	2	0.002
Sprokkereef E	2	0.002
Sproson AD	2	0.002
Spudis P	2	0.002
Spurgeon P	2	0.002
Squire DT	2	0.002
Squire P	2	0.002
Squire V	2	0.002
Squyres SW	2	0.002
Srbinovsky J	2	0.002
Sridevi T	2	0.002
Sridharan B	2	0.002
Sridharan S	2	0.002
Srihari M	2	0.002
Srijayanthi G	2	0.002
Srikrishnan V	2	0.002
Srinivas CV	2	0.002
Srinivas KS	2	0.002
Srinivasalu S	2	0.002
Srinivasan S	2	0.002
Sriram G	2	0.002
Srisuwan C	2	0.002
Srivani KS	2	0.002
Srivastav SK	2	0.002
Srivastava R	2	0.002
Srivihok P	2	0.002
Sroka S	2	0.002
Sruoga P	2	0.002
St-onge MR	2	0.002
Staal A	2	0.002
Stachelek J	2	0.002
Stachnik L	2	0.002
Stachnik R	2	0.002
Stadler J	2	0.002
Stadter PA	2	0.002
Stagg H	2	0.002
Stagi M	2	0.002
Stagpoole VM	2	0.002
Stahl K	2	0.002
Stahr FR	2	0.002
Staid MI	2	0.002
Stainforth DA	2	0.002
Stairs IH	2	0.002
Stal T	2	0.002
Staley JT	2	0.002
Stallings CD	2	0.002
Stam J	2	0.002
Stambler N	2	0.002
Stammes P	2	0.002
Stamper M	2	0.002
Stampfli GM	2	0.002
Stamps DS	2	0.002
Standish CD	2	0.002
Stanford J	2	0.002
Stanford JA	2	0.002
Stangel M	2	0.002
Staniland I	2	0.002
Stanislao C	2	0.002
Stankevich DG	2	0.002
Stanley EH	2	0.002
Stanley RG	2	0.002
Stanley RRE	2	0.002
Stansell ND	2	0.002
Stansfield KL	2	0.002
Starek MJ	2	0.002
Stark D	2	0.002
Stark J	2	0.002
Stark S	2	0.002
Starko S	2	0.002
Starks P	2	0.002
Starks PJ	2	0.002
Starr A	2	0.002
Starr M	2	0.002
Startseva KF	2	0.002
Stat M	2	0.002
Stathaki T	2	0.002
Staton G	2	0.002
Staubwasser M	2	0.002
Staudacher T	2	0.002
Staudinger MD	2	0.002
Stauning P	2	0.002
Staveley-smith L	2	0.002
Staver AC	2	0.002
Stavert AR	2	0.002
Stawarz JE	2	0.002
Steacy S	2	0.002
Stede G	2	0.002
Stedmon CA	2	0.002
Steel D	2	0.002
Steel E	2	0.002
Steel EA	2	0.002
Steel I	2	0.002
Steele JA	2	0.002
Steele LP	2	0.002
Steele-dunne S	2	0.002
Steenbeek J	2	0.002
Stefan S	2	0.002
Stefanakis TS	2	0.002
Stefanelli P	2	0.002
Stefanescu ER	2	0.002
Stefanescu S	2	0.002
Stefani F	2	0.002
Stefanova L	2	0.002
Stefanowitsch B	2	0.002
Stefansson R	2	0.002
Steffensen JF	2	0.002
Stefka V	2	0.002
Steger C	2	0.002
Steger CR	2	0.002
Stegmann PM	2	0.002
Steier P	2	0.002
Steimanis I	2	0.002
Stein C	2	0.002
Stein ED	2	0.002
Stein JL	2	0.002
Stein L	2	0.002
Stein PJ	2	0.002
Stein RS	2	0.002
Steinbacher F	2	0.002
Steinberg CC	2	0.002
Steinberg D	2	0.002
Steinberg J	2	0.002
Steinberg P	2	0.002
Steinberger L	2	0.002
Steiner A	2	0.002
Steiner J	2	0.002
Steingrund P	2	0.002
Steinhardt J	2	0.002
Steininger MK	2	0.002
Steinke T	2	0.002
Steissberg TE	2	0.002
Stelfox M	2	0.002
Stellema A	2	0.002
Stelling G	2	0.002
Stellmes M	2	0.002
Steneck R	2	0.002
Steneck RS	2	0.002
Stenevik EK	2	0.002
Stennett-brown R	2	0.002
Stensrud DJ	2	0.002
Stentoft PA	2	0.002
Stepanova IE	2	0.002
Stepanova NB	2	0.002
Stepanova SV	2	0.002
Steph S	2	0.002
Stephan CC	2	0.002
Stephan E	2	0.002
Stephen R	2	0.002
Stephens A	2	0.002
Stephens C	2	0.002
Stephens D	2	0.002
Stephens M	2	0.002
Stephens SL	2	0.002
Stephenson AG	2	0.002
Stephenson K	2	0.002
Stepkin SV	2	0.002
Sterenborg MG	2	0.002
Sterl S	2	0.002
Sterle O	2	0.002
Sterlini PE	2	0.002
Stern A	2	0.002
Stern CR	2	0.002
Stern HL	2	0.002
Stern ME	2	0.002
Stern WF	2	0.002
Sternai P	2	0.002
Sternberg L	2	0.002
Sternberg RW	2	0.002
Sternberg T	2	0.002
Sterner RE	2	0.002
Stettner S	2	0.002
Steuer S	2	0.002
Stevanovic J	2	0.002
Stevens CW	2	0.002
Stevens DE	2	0.002
Stevens KL	2	0.002
Stevens R	2	0.002
Stevens SW	2	0.002
Stevens WG	2	0.002
Stevenson A	2	0.002
Stevenson DS	2	0.002
Stevenson MA	2	0.002
Stevenson P	2	0.002
Stevenson SN	2	0.002
Steward GF	2	0.002
Stewart AJ	2	0.002
Stewart HAM	2	0.002
Stewart MG	2	0.002
Steyaert JC	2	0.002
Steyn J	2	0.002
Stiansen JE	2	0.002
Stiassnie M	2	0.002
Stich D	2	0.002
Stieglitz TC	2	0.002
Stige LC	2	0.002
Stigebrandt A	2	0.002
Stigter EE	2	0.002
Stimac I	2	0.002
Stirling M	2	0.002
Stirling MW	2	0.002
Stive M	2	0.002
Stobart B	2	0.002
Stock LV	2	0.002
Stocker BD	2	0.002
Stocker EF	2	0.002
Stocker-waldhuber M	2	0.002
Stockham J	2	0.002
Stocks K	2	0.002
Stoehr M	2	0.002
Stoens A	2	0.002
Stoffels J	2	0.002
Stohr S	2	0.002
Stoican F	2	0.002
Stoker C	2	0.002
Stoker JM	2	0.002
Stoker M	2	0.002
Stokes D	2	0.002
Stolarczuk N	2	0.002
Stolla MK	2	0.002
Stolldorf TD	2	0.002
Stone B	2	0.002
Stone DA	2	0.002
Stone HA	2	0.002
Stone HB	2	0.002
Stone MC	2	0.002
Stoner AW	2	0.002
Stoner R	2	0.002
Stooke P	2	0.002
Stopar JD	2	0.002
Storch I	2	0.002
Storch JS	2	0.002
Storchak DA	2	0.002
Stotz W	2	0.002
Stout JC	2	0.002
Stoven T	2	0.002
Stow CA	2	0.002
Stowell HH	2	0.002
Straatsma M	2	0.002
Strain EMA	2	0.002
Stralberg D	2	0.002
Stramski D	2	0.002
Strati V	2	0.002
Stratmann F	2	0.002
Straub D	2	0.002
Strauch A	2	0.002
Strauch W	2	0.002
Straume EO	2	0.002
Straus P	2	0.002
Strawbridge F	2	0.002
Strazzullo M	2	0.002
Streeter PM	2	0.002
Streets D	2	0.002
Strekalov D	2	0.002
Stretch R	2	0.002
Strick RJP	2	0.002
Stricker E	2	0.002
Strobl J	2	0.002
Strobl P	2	0.002
Strochkov AY	2	0.002
Stroede J	2	0.002
Strogen D	2	0.002
Stroh JN	2	0.002
Stroner M	2	0.002
Strong AE	2	0.002
Strong C	2	0.002
Stroppiana D	2	0.002
Strother SL	2	0.002
Strotz L	2	0.002
Stroynowski Z	2	0.002
Strozyk F	2	0.002
Strub T	2	0.002
Struck U	2	0.002
Struglia M	2	0.002
Strukov BS	2	0.002
Struppa D	2	0.002
Struski C	2	0.002
Struve T	2	0.002
Strzepek RF	2	0.002
Stuart CJ	2	0.002
Stuart F	2	0.002
Stuart J	2	0.002
Stubenrauch C	2	0.002
Stubenrauch CJ	2	0.002
Stucker V	2	0.002
Studer AS	2	0.002
Studholme JHP	2	0.002
Studholme KR	2	0.002
Stuefer S	2	0.002
Stuefer SL	2	0.002
Stuhldreier I	2	0.002
Stulic L	2	0.002
Stulina G	2	0.002
Stumpf R	2	0.002
Sturchio N	2	0.002
Sturm AB	2	0.002
Sturt F	2	0.002
Sturtevant C	2	0.002
Sturup M	2	0.002
Sturze A	2	0.002
Stuyfzand PJ	2	0.002
Stylianou S	2	0.002
Su C	2	0.002
Su D	2	0.002
Su HB	2	0.002
Su HJ	2	0.002
Su JS	2	0.002
Su LN	2	0.002
Su MD	2	0.002
Su S	2	0.002
Su TH	2	0.002
Su WY	2	0.002
Su XF	2	0.002
Su XP	2	0.002
Su YR	2	0.002
Su YS	2	0.002
Su'ud MM	2	0.002
Sua YM	2	0.002
Suanda S	2	0.002
Suarez NCR	2	0.002
Suarez P	2	0.002
Suarez-vidal F	2	0.002
Subbotin D	2	0.002
Subedi A	2	0.002
Subedi SC	2	0.002
Subel A	2	0.002
Subetto DA	2	0.002
Subhadra N	2	0.002
Subias I	2	0.002
Subirana JS	2	0.002
Subraelu P	2	0.002
Subrahmanyam AS	2	0.002
Subrahmanyam M	2	0.002
Subrahmanyan R	2	0.002
Subramaniam RC	2	0.002
Subramanian V	2	0.002
Subt C	2	0.002
Suchocki C	2	0.002
Suchodolski T	2	0.002
Suckro SK	2	0.002
Sudderth EB	2	0.002
Sudheer AK	2	0.002
Sudrajat SU	2	0.002
Suenaga N	2	0.002
Sueyoshi T	2	0.002
Suffrian K	2	0.002
Sugano T	2	0.002
Sugianto S	2	0.002
Sugie K	2	0.002
Sugihara K	2	0.002
Sugimura T	2	0.002
Suginohara N	2	0.002
Sugiri A	2	0.002
Sugiyama Y	2	0.002
Suh CE	2	0.002
Suhas DL	2	0.002
Suito H	2	0.002
Suits F	2	0.002
Sukhanova IN	2	0.002
Sukhonos PA	2	0.002
Sukhovich A	2	0.002
Sukumar R	2	0.002
Sukumaran S	2	0.002
Sulaiman SA	2	0.002
Sulaiman SAH	2	0.002
Suld JK	2	0.002
Suleman MA	2	0.002
Sulisz W	2	0.002
Sulla-menashe D	2	0.002
Sullivan J	2	0.002
Sullivan M	2	0.002
Sullivan PL	2	0.002
Sullivan R	2	0.002
Sullivan RC	2	0.002
Sullivan RM	2	0.002
Sullivan TD	2	0.002
Sulman MHM	2	0.002
Sulpis O	2	0.002
Sulprizio MP	2	0.002
Sultan N	2	0.002
Sultan PJ	2	0.002
Suman A	2	0.002
Sumantyo JTS	2	0.002
Sumaruk YP	2	0.002
Sumida PYG	2	0.002
Sumino H	2	0.002
Sumiyoshi M	2	0.002
Summerauer L	2	0.002
Summerer L	2	0.002
Sumner HS	2	0.002
Sumner T	2	0.002
Sun BJ	2	0.002
Sun CX	2	0.002
Sun CY	2	0.002
Sun DF	2	0.002
Sun FB	2	0.002
Sun FP	2	0.002
Sun FY	2	0.002
Sun GC	2	0.002
Sun HB	2	0.002
Sun HL	2	0.002
Sun HQ	2	0.002
Sun HY	2	0.002
Sun JB	2	0.002
Sun JH	2	0.002
Sun JK	2	0.002
Sun JM	2	0.002
Sun JYT	2	0.002
Sun JZ	2	0.002
Sun KN	2	0.002
Sun LJ	2	0.002
Sun LY	2	0.002
Sun MZ	2	0.002
Sun NH	2	0.002
Sun O	2	0.002
Sun QQ	2	0.002
Sun SB	2	0.002
Sun THZ	2	0.002
Sun WP	2	0.002
Sun WX	2	0.002
Sun XG	2	0.002
Sun XQ	2	0.002
Sun XR	2	0.002
Sun XY	2	0.002
Sun XZ	2	0.002
Sun YG	2	0.002
Sun YK	2	0.002
Sun YN	2	0.002
Sun YP	2	0.002
Sun YZ	2	0.002
Sun ZD	2	0.002
Sun ZQ	2	0.002
Sun ZR	2	0.002
Sunagawa S	2	0.002
Sunal G	2	0.002
Sundarabalan B	2	0.002
Sunder S	2	0.002
Sundqvist J	2	0.002
Sunendar H	2	0.002
Sung HM	2	0.002
Sunil S	2	0.002
Sunkel H	2	0.002
Suomalainen J	2	0.002
Suppe J	2	0.002
Suprijo T	2	0.002
Suratman S	2	0.002
Surazakov AB	2	0.002
Surcel-colan D	2	0.002
Suresh HS	2	0.002
Suresh M	2	0.002
Suresh S	2	0.002
Suresh T	2	0.002
Surisetty VVAK	2	0.002
Surkov Y	2	0.002
Surlyk F	2	0.002
Surovy P	2	0.002
Suryawanshi MR	2	0.002
Susanth S	2	0.002
Sushko O	2	0.002
Susilo	2	0.002
Susilo E	2	0.002
Susilo TB	2	0.002
Susilo YO	2	0.002
Suslin VV	2	0.002
Suslov SA	2	0.002
Susskind J	2	0.002
Sussman AJ	2	0.002
Sussmann R	2	0.002
Suteanu C	2	0.002
Sutherland D	2	0.002
